Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
51.7,2399206464,383,6264246.6,6705804.0,3712,9437956,2431245.9,"cuvslam::cuda::st_track_with_cache_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::PointCacheData<float, (int)9> *, cuvslam::cuda::TrackData *, int, unsigned int, unsigned int)"
14.3,662481792,42326,15651.9,15648.0,14847,16832,234.4,"cuvslam::cuda::matcher::photometric_kernel(cuvslam::cuda::ImgTextures, cuvslam::cuda::Inctinsics, cuvslam::cuda::Extrinsics, const cuvslam::cuda::Track *, unsigned long, float, float *, float *, float *, float *)"
13.4,619889748,42326,14645.6,14624.0,14336,15648,95.9,"cuvslam::cuda::matcher::point_to_point_kernel(cuvslam::cuda::ImgTextures, cuvslam::cuda::Inctinsics, cuvslam::cuda::Extrinsics, const cuvslam::cuda::Track *, unsigned long, float, float *, float *, float *, float *)"
4.1,191102717,2488,76809.8,76672.0,70688,85728,2412.6,"cuvslam::cuda::cast_depth_kernel(const unsigned short *, unsigned long, float, float *, unsigned long, uint2)"
3.8,175574271,24880,7056.8,3456.0,3103,19008,5955.9,"cuvslam::cuda::gaussian_scaling_kernel(unsigned long long, uint2, float *, unsigned long, uint2)"
2.5,117252276,4974,23573.0,21696.0,15264,44416,5686.4,"cuvslam::cuda::lk_track_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, int)"
1.9,89914491,2488,36139.3,36159.0,35648,36544,60.3,"cuvslam::cuda::cast_image_kernel_rgb(const unsigned char *, unsigned long, float *, unsigned long, uint2)"
1.2,56888222,14928,3810.8,2400.0,2239,9920,2636.6,"cuvslam::cuda::conv_grad_y_kernel(unsigned long long, uint2, float *, unsigned long)"
1.1,52854250,14928,3540.6,2560.0,2112,8256,2101.7,"cuvslam::cuda::conv_grad_x_kernel(unsigned long long, uint2, float *, unsigned long)"
0.8,35231147,2017,17467.1,17696.0,10816,22944,2087.5,"cuvslam::cuda::sba::reduced_system_stage_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int, float, float)"
0.7,30758674,2017,15249.7,15456.0,2624,16608,1542.4,"cuvslam::cuda::sba::reduced_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, float)"
0.5,22313447,290,76942.9,76752.0,69120,138848,5039.1,"cuvslam::cuda::st_build_cache_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, cuvslam::cuda::PointCacheData<float, (int)9> *, unsigned long)"
0.4,17127731,2017,8491.7,8512.0,5056,9088,398.2,"void trsv_lt_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
0.3,15773352,514,30687.5,31312.0,8032,41120,4764.4,"cuvslam::cuda::sba::build_full_system_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta)"
0.3,14199838,2017,7040.1,6880.0,6720,8064,323.7,"void kernel<getrf_wo_pivot_params_<float, (int)0, (int)128, (int)1, (int)32, (int)32, (int)32, (int)8, (int)1, (int)1>>(int, int, void *, int, void *, int, int, int, int, int, int *)"
0.3,12747602,2017,6320.1,6368.0,4288,6880,290.2,"void trsv_ln_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
0.3,11650110,2017,5776.0,5792.0,2624,6912,505.5,"cuvslam::cuda::sba::reduced_system_stage_12_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int)"
0.2,11539756,2017,5721.2,5792.0,2815,6368,394.2,"cuvslam::cuda::sba::v1T_x_M_T_x_v2_kernel(float *, float *, unsigned long, int, int, float *, float *)"
0.2,10334961,4034,2562.0,2096.0,1920,3552,603.4,"cuvslam::cuda::sba::reduce_abs_max_kernel(float *, unsigned long, float *)"
0.2,9934053,4034,2462.6,2432.0,2304,2560,57.8,"cuvslam::cuda::sba::point_term_kernel(float3 *, cuvslam::cuda::Mat<float, (int)3, (int)3> *, int, bool, float *)"
0.2,8493960,2306,3683.4,3616.0,3456,4768,188.2,"cuvslam::cuda::sba::evaluate_cost_kernel(float *, int *, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta, cuvslam::cuda::sba::GPUParameterUpdateMeta, float)"
0.2,7581801,290,26144.1,26144.0,25920,26816,85.6,"cuvslam::cuda::gftt_values_kernel(unsigned long long, unsigned long long, float *, unsigned long, uint2)"
0.2,7300551,2017,3619.5,3584.0,2368,3808,171.2,"cuvslam::cuda::sba::reduced_system_stage_3_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int)"
0.1,5806800,2017,2878.9,2912.0,1760,3232,181.0,"cuvslam::cuda::sba::calc_point_update_kernel_xavier_special(float *, float *, unsigned long, float *, float *, int, int)"
