t_us,ptr,bytes,kind,tag,owner_func,owner_site
11630831022,0x796f2162dc00,960000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:30
11630831025,0x796f1de2d200,960000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:30
11630831034,0x796f21718200,480000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:31
11630831037,0x796f1df17800,480000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:31
11630831048,0x796f2178d600,1280,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:301
11630831051,0x796f1df8cc00,1280,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:301
11630831060,0x796f2178dc00,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:302
11630831063,0x796f1df8d200,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:302
11630831074,0x796f21796a00,480,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:303
11630831077,0x796f1df96000,480,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:303
11630831087,0x796f21796c00,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:304
11630831092,0x796f1df96200,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:304
11630831102,0x796f2179fa00,108000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11630831104,0x796f1df9f000,108000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11630831114,0x796f217ba000,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11630831117,0x796f1dfb9600,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11630831447,0x796f1fa00000,4362240,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:84
11630831465,0x796f217c2e00,61440,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:85
11630831479,0x796f217d1e00,480,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11630831482,0x796f1dfc2400,480,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11630831493,0x796f217d2000,108000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11630831496,0x796f1dfc2600,108000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11630831505,0x796f217ec600,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11630831508,0x796f1dfdcc00,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11630831594,0x796f20000000,4362240,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:84
11630831642,0x796f21e00000,61440,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:85
11630831658,0x796f217f5400,480,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11630831661,0x796f1dfe5a00,480,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11630831671,0x796f217f5600,4,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591
11630831674,0x796f1dfe5c00,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591
11630831687,0x796f217f5800,400,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591 (discriminator 1)
11630831690,0x796f1dfe5e00,400,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591 (discriminator 1)
11630831700,0x796f21e0f000,57600,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:592
11630831703,0x796f1dfe6000,57600,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:592
11630882077,0x796f217f6e00,4,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637 (discriminator 2)
11630882084,0x796f1dff4200,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637 (discriminator 2)
11630882094,0x796f217f7000,12,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637
11630882097,0x796f1dff4400,12,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637
11630882132,0x796f217f7200,264,GPUArrayPinned,feature_selection_scratch,cuvslam::cuda::GPUSelection::GPUSelection,/cuvslam/libs/cuda_modules/selection_v2.h:29
11630882135,0x796f1dff4600,264,GPUArrayPinnedHost,feature_selection_scratch:host,cuvslam::cuda::GPUSelection::GPUSelection,/cuvslam/libs/cuda_modules/selection_v2.h:29
11630898326,0x796f21ebd200,800000,GPUArrayPinned,feature_tracks,cuvslam::sof::MonoSOFGPU::MonoSOFGPU,/cuvslam/libs/sof/sof_mono_gpu.cpp:34 (discriminator 12)
11630898332,0x796f19400000,800000,GPUArrayPinnedHost,feature_tracks:host,cuvslam::sof::MonoSOFGPU::MonoSOFGPU,/cuvslam/libs/sof/sof_mono_gpu.cpp:34 (discriminator 12)
11630898631,0x796f19600000,800000,GPUArrayPinned,feature_tracks,cuvslam::sof::MonoSOFGPU::MonoSOFGPU,/cuvslam/libs/sof/sof_mono_gpu.cpp:34 (discriminator 14)
11630898634,0x796f194c3600,800000,GPUArrayPinnedHost,feature_tracks:host,cuvslam::sof::MonoSOFGPU::MonoSOFGPU,/cuvslam/libs/sof/sof_mono_gpu.cpp:34 (discriminator 14)
11630898667,0x796f196c3600,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630898990,0x796f19800000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630899005,0x796f21f80800,368640,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630899015,0x796f21fda800,122880,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630899023,0x796f21ff8800,30720,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630899038,0x796f217f7400,15360,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630899046,0x796f217fb000,7680,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630899304,0x796f19a00000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630899316,0x796f1992c000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630899326,0x796f19986000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630899334,0x796f197ef600,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630899344,0x796f197f6e00,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630899354,0x796f217fce00,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630899525,0x796f19c00000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630899536,0x796f199a4000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630899546,0x796f19b2c000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630899556,0x796f19b4a000,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630899564,0x796f197faa00,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630899574,0x796f199fe000,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630899584,0x796f19b51800,491520,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:35
11630899977,0x796f19e00000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630900286,0x796f20e00000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630900297,0x796f19d2c000,368640,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630900307,0x796f19bc9800,122880,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630900315,0x796f19be7800,30720,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630900327,0x796f19bef000,15360,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630900336,0x796f19bf2c00,7680,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630900694,0x796f21000000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630900707,0x796f19d86000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630900716,0x796f19de0000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630900726,0x796f19bf4a00,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630900736,0x796f19bfc200,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630900745,0x796f19dfe000,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630901123,0x796f21200000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630901134,0x796f19f2c000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630901142,0x796f19f86000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630901151,0x796f19fa4000,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630901160,0x796f19fab800,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630901170,0x796f19faf400,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630901180,0x796f20f2c000,491520,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:35
11630901497,0x796f23c00000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630901549,0x796f23e00000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630901557,0x796f20fa4000,368640,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630901567,0x796f19fb1200,122880,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630901579,0x796f19fcf200,30720,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630901588,0x796f19fd6a00,15360,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630901597,0x796f20ffe000,7680,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630901654,0x796f25c00000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630901664,0x796f2112c000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630901674,0x796f19fda600,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630901686,0x796f19ff8600,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630901697,0x796f21186000,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630901707,0x796f21189c00,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630902017,0x796f25e00000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630902025,0x796f2118ba00,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630902035,0x796f2132c000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630902045,0x796f211e5a00,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630902054,0x796f211ed200,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630902064,0x796f211f0e00,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630902074,0x796f2134a000,491520,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:35
11630902416,0x796f12000000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630902711,0x796f12200000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630902725,0x796f23d2c000,368640,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630902735,0x796f213c2000,122880,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630902747,0x796f211f2c00,30720,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630902754,0x796f211fa400,15360,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630902764,0x796f211fe000,7680,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903073,0x796f12400000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903083,0x796f23d86000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903091,0x796f213e0000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903101,0x796f23de0000,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903110,0x796f23de7800,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903120,0x796f213fe000,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903438,0x796f12600000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630903448,0x796f23f2c000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630903458,0x796f23f86000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630903467,0x796f23deb400,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630903477,0x796f23df2c00,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630903486,0x796f23df6800,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630903496,0x796f25d2c000,491520,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:35
11630903817,0x796f12800000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903868,0x796f12a00000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903878,0x796f23fa4000,368640,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903888,0x796f25da4000,122880,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903898,0x796f23df8600,30720,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903907,0x796f25dc2000,15360,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903917,0x796f23ffe000,7680,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630903972,0x796f12c00000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903980,0x796f25f2c000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630903992,0x796f25dc5c00,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630904001,0x796f25de3c00,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630904010,0x796f25deb400,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630904019,0x796f25def000,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:31 (discriminator 2)
11630904396,0x796f12e00000,1228800,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630904407,0x796f25f86000,368640,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630904416,0x796f25fe0000,122880,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630904427,0x796f25df0e00,30720,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630904437,0x796f25df8600,15360,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630904446,0x796f25ffe000,7680,GPUImage,pyramid_levels,cuvslam::cuda::GPUGradientPyramid::prepare_levels,/cuvslam/libs/cuda_modules/gradient_pyramid.cpp:32
11630904740,0x796f13000000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:32
11630905040,0x796f13200000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:32
11630905050,0x796f1212c000,368640,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:32
11630905060,0x796f12186000,122880,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:32
11630905072,0x796f121a4000,30720,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:32
11630905081,0x796f25dfc200,15360,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:32
11630905091,0x796f121ab800,7680,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:32
11630905099,0x796f1232c000,491520,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:35
11630905413,0x796f13400000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630905743,0x796f13600000,1228800,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630905755,0x796f123a4000,368640,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630905765,0x796f121ad600,122880,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630905773,0x796f121cb600,30720,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630905783,0x796f121d2e00,15360,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
11630905793,0x796f123fe000,7680,GPUImage,images_raw,cuvslam::sof::ImageContext::ImageContext,/cuvslam/libs/sof/image_context.cpp:26
