kernel,sequence,tag,warp_accesses,sectors,pct_kernel_traffic
sba::update_points_kernel,kitti01,ba_linear_system,1170,28107,100.0
sba::update_points_kernel,kitti02,ba_linear_system,1224,30480,100.0
sba::update_points_kernel,kitti03,ba_linear_system,50418,1243355,100.0
sba::update_points_kernel,kitti04,ba_linear_system,675,16620,100.0
sba::update_points_kernel,kitti05,ba_linear_system,405,9972,100.0
sba::update_points_kernel,kitti06,ba_linear_system,11133,272342,100.0
sba::update_points_kernel,kitti07,ba_linear_system,7560,186149,100.0
sba::update_points_kernel,kitti08,ba_linear_system,540,13200,100.0
sba::update_points_kernel,kitti09,ba_linear_system,6219,154232,100.0
sba::update_points_kernel,kitti10,ba_linear_system,7614,186839,100.0
sba::update_points_kernel,tum_fr3_long_office_household,ba_linear_system,378,8253,100.0
sba::update_points_kernel,tum_fr3_nostructure_notexture_far,ba_linear_system,162,3936,100.0
sba::update_points_kernel,tum_fr3_nostructure_notexture_near_withloop,ba_linear_system,576,14448,100.0
sba::update_points_kernel,tum_fr3_nostructure_texture_far,ba_linear_system,2115,51943,100.0
sba::update_points_kernel,tumvi_corridor1,ba_linear_system,18,62,100.0
sba::update_poses_kernel,euroc_MH_01_easy,ba_linear_system,264,1320,100.0
sba::update_poses_kernel,euroc_MH_02_easy,ba_linear_system,792,3960,100.0
sba::update_poses_kernel,euroc_MH_03_medium,ba_linear_system,308,1540,100.0
sba::update_poses_kernel,euroc_MH_04_difficult,ba_linear_system,220,1100,100.0
sba::update_poses_kernel,euroc_MH_05_difficult,ba_linear_system,220,1100,100.0
sba::update_poses_kernel,euroc_V1_01_easy,ba_linear_system,44,88,100.0
sba::update_poses_kernel,euroc_V1_02_medium,ba_linear_system,264,1320,100.0
sba::update_poses_kernel,euroc_V1_03_difficult,ba_linear_system,264,1320,100.0
sba::update_poses_kernel,euroc_V2_01_easy,ba_linear_system,88,176,100.0
sba::update_poses_kernel,euroc_V2_02_medium,ba_linear_system,924,2156,100.0
sba::update_poses_kernel,euroc_V2_03_difficult,ba_linear_system,44,220,100.0
sba::update_poses_kernel,kitti00,ba_linear_system,14256,71280,100.0
sba::update_poses_kernel,kitti01,ba_linear_system,572,2860,100.0
sba::update_poses_kernel,kitti02,ba_linear_system,308,1540,100.0
sba::update_poses_kernel,kitti03,ba_linear_system,14388,68640,100.0
sba::update_poses_kernel,kitti04,ba_linear_system,220,1100,100.0
sba::update_poses_kernel,kitti05,ba_linear_system,132,660,100.0
sba::update_poses_kernel,kitti06,ba_linear_system,3256,16280,100.0
sba::update_poses_kernel,kitti07,ba_linear_system,2112,10560,100.0
sba::update_poses_kernel,kitti08,ba_linear_system,220,1100,100.0
sba::update_poses_kernel,kitti09,ba_linear_system,1672,8360,100.0
sba::update_poses_kernel,kitti10,ba_linear_system,2860,10912,100.0
sba::update_poses_kernel,tum_fr3_long_office_household,ba_linear_system,308,616,100.0
sba::update_poses_kernel,tum_fr3_nostructure_notexture_far,ba_linear_system,44,220,100.0
sba::update_poses_kernel,tum_fr3_nostructure_notexture_near_withloop,ba_linear_system,176,880,100.0
sba::update_poses_kernel,tum_fr3_nostructure_texture_far,ba_linear_system,1144,2904,100.0
sba::update_poses_kernel,tumvi_corridor1,ba_linear_system,88,440,100.0
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_01_easy,shared_onchip,188496,1246266,87.1
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_01_easy,ba_linear_system,65926,184604,12.9
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_02_easy,shared_onchip,205212,1386238,87.6
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_02_easy,ba_linear_system,68404,195524,12.4
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_03_medium,shared_onchip,65933,418521,86.0
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_03_medium,ba_linear_system,25088,67911,14.0
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_04_difficult,shared_onchip,60984,411144,87.6
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_04_difficult,ba_linear_system,20328,58116,12.4
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_05_difficult,shared_onchip,49581,316316,86.2
sba::v1T_x_M_T_x_v2_kernel,euroc_MH_05_difficult,ba_linear_system,18732,50799,13.8
sba::v1T_x_M_T_x_v2_kernel,euroc_V1_01_easy,shared_onchip,1716,7978,80.1
sba::v1T_x_M_T_x_v2_kernel,euroc_V1_01_easy,ba_linear_system,792,1982,19.9
sba::v1T_x_M_T_x_v2_kernel,euroc_V1_02_medium,shared_onchip,82530,557640,87.6
sba::v1T_x_M_T_x_v2_kernel,euroc_V1_02_medium,ba_linear_system,27510,78630,12.4
sba::v1T_x_M_T_x_v2_kernel,euroc_V1_03_difficult,shared_onchip,65520,442896,87.6
sba::v1T_x_M_T_x_v2_kernel,euroc_V1_03_difficult,ba_linear_system,21840,62436,12.4
sba::v1T_x_M_T_x_v2_kernel,euroc_V2_01_easy,shared_onchip,5187,24339,80.3
sba::v1T_x_M_T_x_v2_kernel,euroc_V2_01_easy,ba_linear_system,2394,5985,19.7
sba::v1T_x_M_T_x_v2_kernel,euroc_V2_02_medium,shared_onchip,36960,249704,87.6
sba::v1T_x_M_T_x_v2_kernel,euroc_V2_02_medium,ba_linear_system,12320,35224,12.4
sba::v1T_x_M_T_x_v2_kernel,euroc_V2_03_difficult,shared_onchip,3402,21438,86.7
sba::v1T_x_M_T_x_v2_kernel,euroc_V2_03_difficult,ba_linear_system,1134,3294,13.3
sba::v1T_x_M_T_x_v2_kernel,kitti00,shared_onchip,2904636,19607620,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti00,ba_linear_system,968212,2768108,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti01,shared_onchip,62160,418538,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti01,ba_linear_system,20720,59278,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti02,shared_onchip,59136,398954,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti02,ba_linear_system,19712,56362,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti03,shared_onchip,2693817,18155473,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti03,ba_linear_system,901642,2573137,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti04,shared_onchip,51450,346892,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti04,ba_linear_system,17150,49042,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti05,shared_onchip,44268,298412,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti05,ba_linear_system,14756,42196,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti06,shared_onchip,610092,4117734,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti06,ba_linear_system,203364,581490,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti07,shared_onchip,444822,3000806,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti07,ba_linear_system,148274,423952,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti08,shared_onchip,29190,196660,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti08,ba_linear_system,9730,27830,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti09,shared_onchip,340788,2301472,87.6
sba::v1T_x_M_T_x_v2_kernel,kitti09,ba_linear_system,113596,324746,12.4
sba::v1T_x_M_T_x_v2_kernel,kitti10,shared_onchip,350462,2329836,87.2
sba::v1T_x_M_T_x_v2_kernel,kitti10,ba_linear_system,120848,340513,12.8
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_long_office_household,shared_onchip,60732,409800,87.6
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_long_office_household,ba_linear_system,20244,57876,12.4
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_nostructure_notexture_far,shared_onchip,147420,995034,87.6
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_nostructure_notexture_far,ba_linear_system,49140,140484,12.4
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_nostructure_notexture_near_withloop,shared_onchip,613872,4144434,87.6
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_nostructure_notexture_near_withloop,ba_linear_system,204624,585060,12.4
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_nostructure_texture_far,shared_onchip,57036,384244,87.6
sba::v1T_x_M_T_x_v2_kernel,tum_fr3_nostructure_texture_far,ba_linear_system,19012,54362,12.4
sba::v1T_x_M_T_x_v2_kernel,tumvi_corridor1,shared_onchip,2898,11760,79.5
sba::v1T_x_M_T_x_v2_kernel,tumvi_corridor1,ba_linear_system,966,3024,20.5
sba::v1T_x_M_x_v2_kernel,euroc_MH_01_easy,shared_onchip,14112,14112,58.7
sba::v1T_x_M_x_v2_kernel,euroc_MH_01_easy,ba_linear_system,3528,9912,41.3
sba::v1T_x_M_x_v2_kernel,euroc_MH_02_easy,shared_onchip,8064,8064,57.1
sba::v1T_x_M_x_v2_kernel,euroc_MH_02_easy,ba_linear_system,2016,6048,42.9
sba::v1T_x_M_x_v2_kernel,euroc_MH_03_medium,shared_onchip,6432,6432,60.8
sba::v1T_x_M_x_v2_kernel,euroc_MH_03_medium,ba_linear_system,1608,4152,39.2
sba::v1T_x_M_x_v2_kernel,euroc_MH_04_difficult,shared_onchip,2304,2304,57.1
sba::v1T_x_M_x_v2_kernel,euroc_MH_04_difficult,ba_linear_system,576,1728,42.9
sba::v1T_x_M_x_v2_kernel,euroc_MH_05_difficult,shared_onchip,6048,6048,61.0
sba::v1T_x_M_x_v2_kernel,euroc_MH_05_difficult,ba_linear_system,1512,3864,39.0
sba::v1T_x_M_x_v2_kernel,euroc_V1_01_easy,shared_onchip,96,96,66.7
sba::v1T_x_M_x_v2_kernel,euroc_V1_01_easy,ba_linear_system,24,48,33.3
sba::v1T_x_M_x_v2_kernel,euroc_V1_02_medium,shared_onchip,1920,1920,57.1
sba::v1T_x_M_x_v2_kernel,euroc_V1_02_medium,ba_linear_system,480,1440,42.9
sba::v1T_x_M_x_v2_kernel,euroc_V1_03_difficult,shared_onchip,2304,2304,57.1
sba::v1T_x_M_x_v2_kernel,euroc_V1_03_difficult,ba_linear_system,576,1728,42.9
sba::v1T_x_M_x_v2_kernel,euroc_V2_01_easy,shared_onchip,672,672,66.7
sba::v1T_x_M_x_v2_kernel,euroc_V2_01_easy,ba_linear_system,168,336,33.3
sba::v1T_x_M_x_v2_kernel,euroc_V2_02_medium,shared_onchip,2880,2880,63.8
sba::v1T_x_M_x_v2_kernel,euroc_V2_02_medium,ba_linear_system,720,1632,36.2
sba::v1T_x_M_x_v2_kernel,euroc_V2_03_difficult,shared_onchip,3456,3456,57.1
sba::v1T_x_M_x_v2_kernel,euroc_V2_03_difficult,ba_linear_system,864,2592,42.9
sba::v1T_x_M_x_v2_kernel,kitti00,shared_onchip,127872,127872,57.1
sba::v1T_x_M_x_v2_kernel,kitti00,ba_linear_system,31968,95904,42.9
sba::v1T_x_M_x_v2_kernel,kitti01,shared_onchip,4992,4992,57.1
sba::v1T_x_M_x_v2_kernel,kitti01,ba_linear_system,1248,3744,42.9
sba::v1T_x_M_x_v2_kernel,kitti02,shared_onchip,3072,3072,57.1
sba::v1T_x_M_x_v2_kernel,kitti02,ba_linear_system,768,2304,42.9
sba::v1T_x_M_x_v2_kernel,kitti03,shared_onchip,118944,118944,57.3
sba::v1T_x_M_x_v2_kernel,kitti03,ba_linear_system,29736,88536,42.7
sba::v1T_x_M_x_v2_kernel,kitti04,shared_onchip,2688,2688,57.1
sba::v1T_x_M_x_v2_kernel,kitti04,ba_linear_system,672,2016,42.9
sba::v1T_x_M_x_v2_kernel,kitti05,shared_onchip,2304,2304,57.1
sba::v1T_x_M_x_v2_kernel,kitti05,ba_linear_system,576,1728,42.9
sba::v1T_x_M_x_v2_kernel,kitti06,shared_onchip,28416,28416,57.1
sba::v1T_x_M_x_v2_kernel,kitti06,ba_linear_system,7104,21312,42.9
sba::v1T_x_M_x_v2_kernel,kitti07,shared_onchip,20352,20352,57.1
sba::v1T_x_M_x_v2_kernel,kitti07,ba_linear_system,5088,15264,42.9
sba::v1T_x_M_x_v2_kernel,kitti08,shared_onchip,1920,1920,57.1
sba::v1T_x_M_x_v2_kernel,kitti08,ba_linear_system,480,1440,42.9
sba::v1T_x_M_x_v2_kernel,kitti09,shared_onchip,14592,14592,57.1
sba::v1T_x_M_x_v2_kernel,kitti09,ba_linear_system,3648,10944,42.9
sba::v1T_x_M_x_v2_kernel,kitti10,shared_onchip,17568,17568,58.4
sba::v1T_x_M_x_v2_kernel,kitti10,ba_linear_system,4392,12504,41.6
sba::v1T_x_M_x_v2_kernel,tum_fr3_long_office_household,shared_onchip,2304,2304,57.1
sba::v1T_x_M_x_v2_kernel,tum_fr3_long_office_household,ba_linear_system,576,1728,42.9
sba::v1T_x_M_x_v2_kernel,tum_fr3_nostructure_notexture_far,shared_onchip,6528,6528,57.1
sba::v1T_x_M_x_v2_kernel,tum_fr3_nostructure_notexture_far,ba_linear_system,1632,4896,42.9
sba::v1T_x_M_x_v2_kernel,tum_fr3_nostructure_notexture_near_withloop,shared_onchip,29568,29568,57.1
sba::v1T_x_M_x_v2_kernel,tum_fr3_nostructure_notexture_near_withloop,ba_linear_system,7392,22176,42.9
sba::v1T_x_M_x_v2_kernel,tum_fr3_nostructure_texture_far,shared_onchip,4032,4032,63.2
sba::v1T_x_M_x_v2_kernel,tum_fr3_nostructure_texture_far,ba_linear_system,1008,2352,36.8
sba::v1T_x_M_x_v2_kernel,tumvi_corridor1,shared_onchip,16512,16512,57.1
sba::v1T_x_M_x_v2_kernel,tumvi_corridor1,ba_linear_system,4128,12384,42.9
select_features_kernel,euroc_MH_01_easy,feature_tracks,13851,259037,83.3
select_features_kernel,euroc_MH_01_easy,unmapped,5589,51881,16.7
select_features_kernel,euroc_MH_02_easy,feature_tracks,4482,80793,82.0
select_features_kernel,euroc_MH_02_easy,unmapped,1998,17730,18.0
select_features_kernel,euroc_MH_03_medium,feature_tracks,11286,213685,87.4
select_features_kernel,euroc_MH_03_medium,unmapped,3834,30803,12.6
select_features_kernel,euroc_MH_04_difficult,feature_tracks,1314,22109,80.9
select_features_kernel,euroc_MH_04_difficult,unmapped,701,5202,19.0
select_features_kernel,euroc_MH_04_difficult,feature_selection_scratch,2,4,0.0
select_features_kernel,euroc_MH_05_difficult,feature_tracks,9513,179391,86.3
select_features_kernel,euroc_MH_05_difficult,unmapped,3447,28424,13.7
select_features_kernel,euroc_V1_01_easy,feature_tracks,3006,54891,81.5
select_features_kernel,euroc_V1_01_easy,unmapped,1272,12385,18.4
select_features_kernel,euroc_V1_01_easy,feature_selection_scratch,20,40,0.1
select_features_kernel,euroc_V1_02_medium,feature_tracks,1665,32839,90.0
select_features_kernel,euroc_V1_02_medium,unmapped,495,3634,10.0
select_features_kernel,euroc_V1_03_difficult,feature_tracks,3177,60290,87.3
select_features_kernel,euroc_V1_03_difficult,unmapped,1143,8761,12.7
select_features_kernel,euroc_V2_01_easy,feature_tracks,3141,60401,88.4
select_features_kernel,euroc_V2_01_easy,unmapped,1179,7909,11.6
select_features_kernel,euroc_V2_02_medium,feature_tracks,7956,150122,87.1
select_features_kernel,euroc_V2_02_medium,unmapped,2844,22321,12.9
select_features_kernel,euroc_V2_03_difficult,feature_tracks,3109,57914,84.7
select_features_kernel,euroc_V2_03_difficult,unmapped,1207,10420,15.2
select_features_kernel,euroc_V2_03_difficult,feature_selection_scratch,4,8,0.0
select_features_kernel,kitti00,feature_tracks,93570,1691370,83.4
select_features_kernel,kitti00,unmapped,41632,337360,16.6
select_features_kernel,kitti00,feature_selection_scratch,4,8,0.0
select_features_kernel,kitti01,feature_tracks,4367,85523,91.2
select_features_kernel,kitti01,unmapped,1273,8228,8.8
select_features_kernel,kitti02,feature_tracks,2161,40186,90.2
select_features_kernel,kitti02,unmapped,659,4378,9.8
select_features_kernel,kitti03,feature_tracks,99438,1876707,86.4
select_features_kernel,kitti03,unmapped,35756,296318,13.6
select_features_kernel,kitti03,feature_selection_scratch,2,4,0.0
select_features_kernel,kitti04,feature_tracks,2129,40066,90.3
select_features_kernel,kitti04,unmapped,631,4304,9.7
select_features_kernel,kitti05,feature_tracks,1994,37170,87.6
select_features_kernel,kitti05,unmapped,766,5271,12.4
select_features_kernel,kitti06,feature_tracks,22402,417493,87.6
select_features_kernel,kitti06,unmapped,7958,59225,12.4
select_features_kernel,kitti07,feature_tracks,13652,244736,86.0
select_features_kernel,kitti07,unmapped,5312,39873,14.0
select_features_kernel,kitti07,feature_selection_scratch,4,8,0.0
select_features_kernel,kitti08,feature_tracks,2039,36752,86.1
select_features_kernel,kitti08,unmapped,721,5957,13.9
select_features_kernel,kitti09,feature_tracks,10366,194002,89.7
select_features_kernel,kitti09,unmapped,3280,22348,10.3
select_features_kernel,kitti10,feature_tracks,22843,428401,88.2
select_features_kernel,kitti10,unmapped,7495,57229,11.8
select_features_kernel,tum_fr3_long_office_household,feature_tracks,3348,56428,91.2
select_features_kernel,tum_fr3_long_office_household,unmapped,972,5462,8.8
select_features_kernel,tum_fr3_nostructure_notexture_far,feature_tracks,5211,91064,94.1
select_features_kernel,tum_fr3_nostructure_notexture_far,unmapped,1269,5689,5.9
select_features_kernel,tum_fr3_nostructure_notexture_near_withloop,feature_tracks,17352,303484,93.9
select_features_kernel,tum_fr3_nostructure_notexture_near_withloop,unmapped,4248,19708,6.1
select_features_kernel,tum_fr3_nostructure_texture_far,feature_tracks,4743,76969,86.8
select_features_kernel,tum_fr3_nostructure_texture_far,unmapped,1737,11746,13.2
select_features_kernel,tumvi_corridor1,feature_tracks,7590,157657,96.8
select_features_kernel,tumvi_corridor1,unmapped,1626,5155,3.2
st_build_cache_kernel,euroc_MH_01_easy,keyframe_descriptors,69774,1887795,92.4
st_build_cache_kernel,euroc_MH_01_easy,unmapped,10464,155652,7.6
st_build_cache_kernel,euroc_MH_02_easy,keyframe_descriptors,44238,1267053,84.4
st_build_cache_kernel,euroc_MH_02_easy,unmapped,16677,234786,15.6
st_build_cache_kernel,euroc_MH_03_medium,keyframe_descriptors,34731,900603,88.8
st_build_cache_kernel,euroc_MH_03_medium,unmapped,9810,113142,11.2
st_build_cache_kernel,euroc_MH_04_difficult,keyframe_descriptors,74028,1952895,94.6
st_build_cache_kernel,euroc_MH_04_difficult,unmapped,8175,112161,5.4
st_build_cache_kernel,euroc_MH_05_difficult,keyframe_descriptors,68154,1703868,86.6
st_build_cache_kernel,euroc_MH_05_difficult,unmapped,20928,263889,13.4
st_build_cache_kernel,euroc_V1_01_easy,keyframe_descriptors,49794,1338075,91.9
st_build_cache_kernel,euroc_V1_01_easy,unmapped,8502,118047,8.1
st_build_cache_kernel,euroc_V1_02_medium,keyframe_descriptors,95661,2621031,90.1
st_build_cache_kernel,euroc_V1_02_medium,unmapped,20274,286452,9.9
st_build_cache_kernel,euroc_V1_03_difficult,keyframe_descriptors,157581,4158780,88.9
st_build_cache_kernel,euroc_V1_03_difficult,unmapped,34662,521565,11.1
st_build_cache_kernel,euroc_V2_01_easy,keyframe_descriptors,52743,1424952,92.1
st_build_cache_kernel,euroc_V2_01_easy,unmapped,9810,122298,7.9
st_build_cache_kernel,euroc_V2_02_medium,keyframe_descriptors,99270,2595348,90.3
st_build_cache_kernel,euroc_V2_02_medium,unmapped,24525,279912,9.7
st_build_cache_kernel,euroc_V2_03_difficult,keyframe_descriptors,76008,347973,93.6
st_build_cache_kernel,euroc_V2_03_difficult,unmapped,8502,23871,6.4
st_build_cache_kernel,kitti00,keyframe_descriptors,356133,9906108,96.8
st_build_cache_kernel,kitti00,unmapped,17331,330924,3.2
st_build_cache_kernel,kitti01,keyframe_descriptors,507813,14305920,97.7
st_build_cache_kernel,kitti01,unmapped,17658,331905,2.3
st_build_cache_kernel,kitti02,keyframe_descriptors,246387,6967152,95.1
st_build_cache_kernel,kitti02,unmapped,16677,361335,4.9
st_build_cache_kernel,kitti03,keyframe_descriptors,400365,11307789,96.2
st_build_cache_kernel,kitti03,unmapped,20601,451587,3.8
st_build_cache_kernel,kitti04,keyframe_descriptors,311571,8815737,97.2
st_build_cache_kernel,kitti04,unmapped,12099,254079,2.8
st_build_cache_kernel,kitti05,keyframe_descriptors,181503,5185920,97.2
st_build_cache_kernel,kitti05,unmapped,6867,150747,2.8
st_build_cache_kernel,kitti06,keyframe_descriptors,242442,6845706,97.1
st_build_cache_kernel,kitti06,unmapped,9483,205029,2.9
st_build_cache_kernel,kitti07,keyframe_descriptors,169050,4785132,97.7
st_build_cache_kernel,kitti07,unmapped,4578,113142,2.3
st_build_cache_kernel,kitti08,keyframe_descriptors,168405,4552494,95.4
st_build_cache_kernel,kitti08,unmapped,10137,220071,4.6
st_build_cache_kernel,kitti09,keyframe_descriptors,252612,7080846,94.7
st_build_cache_kernel,kitti09,unmapped,17658,399267,5.3
st_build_cache_kernel,kitti10,keyframe_descriptors,205104,5651424,94.7
st_build_cache_kernel,kitti10,unmapped,14388,316536,5.3
st_build_cache_kernel,tum_fr3_long_office_household,keyframe_descriptors,138270,3853254,88.3
st_build_cache_kernel,tum_fr3_long_office_household,unmapped,37605,511428,11.7
st_build_cache_kernel,tum_fr3_nostructure_notexture_far,keyframe_descriptors,1244088,34218033,88.3
st_build_cache_kernel,tum_fr3_nostructure_notexture_far,unmapped,362316,4544319,11.7
st_build_cache_kernel,tum_fr3_nostructure_notexture_near_withloop,keyframe_descriptors,1188744,33085188,89.5
st_build_cache_kernel,tum_fr3_nostructure_notexture_near_withloop,unmapped,324057,3885741,10.5
st_build_cache_kernel,tum_fr3_nostructure_texture_far,keyframe_descriptors,628191,17483364,89.0
st_build_cache_kernel,tum_fr3_nostructure_texture_far,unmapped,181158,2166048,11.0
st_build_cache_kernel,tumvi_corridor1,keyframe_descriptors,282714,1082154,93.2
st_build_cache_kernel,tumvi_corridor1,unmapped,25833,78480,6.8
st_track_with_cache_kernel,euroc_MH_01_easy,local_spill,4970394,9943026,93.6
st_track_with_cache_kernel,euroc_MH_01_easy,keyframe_descriptors,25952,642075,6.0
st_track_with_cache_kernel,euroc_MH_01_easy,unmapped,3654,35516,0.3
st_track_with_cache_kernel,euroc_MH_02_easy,local_spill,742434,1485973,94.6
st_track_with_cache_kernel,euroc_MH_02_easy,keyframe_descriptors,1985,45586,2.9
st_track_with_cache_kernel,euroc_MH_02_easy,unmapped,3282,39675,2.5
st_track_with_cache_kernel,euroc_MH_03_medium,local_spill,4963543,9928985,92.2
st_track_with_cache_kernel,euroc_MH_03_medium,keyframe_descriptors,25645,673341,6.3
st_track_with_cache_kernel,euroc_MH_03_medium,unmapped,10812,165837,1.5
st_track_with_cache_kernel,euroc_MH_04_difficult,local_spill,34537,69074,94.6
st_track_with_cache_kernel,euroc_MH_04_difficult,keyframe_descriptors,670,2009,2.8
st_track_with_cache_kernel,euroc_MH_04_difficult,unmapped,982,1964,2.7
st_track_with_cache_kernel,euroc_MH_05_difficult,local_spill,3923386,7850866,93.4
st_track_with_cache_kernel,euroc_MH_05_difficult,keyframe_descriptors,19467,396740,4.7
st_track_with_cache_kernel,euroc_MH_05_difficult,unmapped,12181,157337,1.9
st_track_with_cache_kernel,euroc_V1_01_easy,local_spill,4971717,9949089,93.2
st_track_with_cache_kernel,euroc_V1_01_easy,keyframe_descriptors,23652,629763,5.9
st_track_with_cache_kernel,euroc_V1_01_easy,unmapped,4631,93611,0.9
st_track_with_cache_kernel,euroc_V1_02_medium,local_spill,4955848,9904668,90.0
st_track_with_cache_kernel,euroc_V1_02_medium,keyframe_descriptors,35308,945667,8.6
st_track_with_cache_kernel,euroc_V1_02_medium,unmapped,8844,156999,1.4
st_track_with_cache_kernel,euroc_V1_03_difficult,local_spill,4931579,9861074,86.2
st_track_with_cache_kernel,euroc_V1_03_difficult,keyframe_descriptors,48448,1250359,10.9
st_track_with_cache_kernel,euroc_V1_03_difficult,unmapped,19973,327405,2.9
st_track_with_cache_kernel,euroc_V2_01_easy,local_spill,4962256,9903168,91.1
st_track_with_cache_kernel,euroc_V2_01_easy,keyframe_descriptors,29562,851433,7.8
st_track_with_cache_kernel,euroc_V2_01_easy,unmapped,8182,119371,1.1
st_track_with_cache_kernel,euroc_V2_02_medium,local_spill,4924705,9841932,85.0
st_track_with_cache_kernel,euroc_V2_02_medium,keyframe_descriptors,51068,1339321,11.6
st_track_with_cache_kernel,euroc_V2_02_medium,unmapped,24227,400335,3.5
st_track_with_cache_kernel,euroc_V2_03_difficult,local_spill,1042736,2085912,97.5
st_track_with_cache_kernel,euroc_V2_03_difficult,keyframe_descriptors,10844,47339,2.2
st_track_with_cache_kernel,euroc_V2_03_difficult,unmapped,1648,6898,0.3
st_track_with_cache_kernel,kitti00,local_spill,4968422,9899464,91.4
st_track_with_cache_kernel,kitti00,keyframe_descriptors,30264,906555,8.4
st_track_with_cache_kernel,kitti00,unmapped,1314,30750,0.3
st_track_with_cache_kernel,kitti02,local_spill,19309,38618,96.7
st_track_with_cache_kernel,kitti02,keyframe_descriptors,661,1322,3.3
st_track_with_cache_kernel,kitti03,local_spill,15925,31850,92.4
st_track_with_cache_kernel,kitti03,keyframe_descriptors,1315,2630,7.6
st_track_with_cache_kernel,kitti05,local_spill,4973676,9909492,92.6
st_track_with_cache_kernel,kitti05,keyframe_descriptors,25635,769507,7.2
st_track_with_cache_kernel,kitti05,unmapped,689,18473,0.2
st_track_with_cache_kernel,kitti06,local_spill,4972710,9943303,92.6
st_track_with_cache_kernel,kitti06,keyframe_descriptors,27262,788856,7.4
st_track_with_cache_kernel,kitti06,unmapped,28,243,0.0
st_track_with_cache_kernel,kitti07,local_spill,47792,95584,97.3
st_track_with_cache_kernel,kitti07,keyframe_descriptors,1315,2630,2.7
st_track_with_cache_kernel,kitti08,local_spill,829506,1659484,94.6
st_track_with_cache_kernel,kitti08,keyframe_descriptors,4601,94264,5.4
st_track_with_cache_kernel,kitti08,unmapped,7,86,0.0
st_track_with_cache_kernel,kitti09,local_spill,4975654,9938143,93.5
st_track_with_cache_kernel,kitti09,keyframe_descriptors,21036,615177,5.8
st_track_with_cache_kernel,kitti09,unmapped,3310,72643,0.7
st_track_with_cache_kernel,kitti10,local_spill,32816,65632,90.0
st_track_with_cache_kernel,kitti10,keyframe_descriptors,2968,7262,10.0
st_track_with_cache_kernel,tum_fr3_long_office_household,local_spill,4966121,9934801,92.3
st_track_with_cache_kernel,tum_fr3_long_office_household,keyframe_descriptors,26953,737173,6.8
st_track_with_cache_kernel,tum_fr3_long_office_household,unmapped,6926,93819,0.9
st_track_with_cache_kernel,tum_fr3_nostructure_notexture_far,local_spill,4943010,9880636,88.4
st_track_with_cache_kernel,tum_fr3_nostructure_notexture_far,keyframe_descriptors,40562,1184140,10.6
st_track_with_cache_kernel,tum_fr3_nostructure_notexture_far,unmapped,16428,118431,1.1
st_track_with_cache_kernel,tum_fr3_nostructure_notexture_near_withloop,local_spill,4972983,9947615,94.5
st_track_with_cache_kernel,tum_fr3_nostructure_notexture_near_withloop,keyframe_descriptors,17802,424248,4.0
st_track_with_cache_kernel,tum_fr3_nostructure_notexture_near_withloop,unmapped,9215,150029,1.4
st_track_with_cache_kernel,tum_fr3_nostructure_texture_far,local_spill,4945640,9894360,91.5
st_track_with_cache_kernel,tum_fr3_nostructure_texture_far,keyframe_descriptors,35264,676489,6.3
st_track_with_cache_kernel,tum_fr3_nostructure_texture_far,unmapped,19096,244831,2.3
st_track_with_cache_kernel,tumvi_corridor1,local_spill,4966447,9937494,97.0
st_track_with_cache_kernel,tumvi_corridor1,keyframe_descriptors,28923,286011,2.8
st_track_with_cache_kernel,tumvi_corridor1,unmapped,4630,19287,0.2
trsv_ln_exec,euroc_MH_01_easy,shared_onchip,9044,21098,81.9
