Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.3,562238,228,2466.0,2432.0,2304,2560,62.9,"cuvslam::cuda::sba::point_term_kernel(float3 *, cuvslam::cuda::Mat<float, (int)3, (int)3> *, int, bool, float *)"
0.3,546879,228,2398.6,2080.0,1951,3296,471.4,"cuvslam::cuda::sba::reduce_abs_max_kernel(float *, unsigned long, float *)"
0.3,543099,114,4764.0,5280.0,2848,5760,886.8,"cuvslam::cuda::sba::v1T_x_M_T_x_v2_kernel(float *, float *, unsigned long, int, int, float *, float *)"
0.2,518777,114,4550.7,4928.0,2624,6144,982.2,"cuvslam::cuda::sba::reduced_system_stage_12_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int)"
0.2,505244,89,5676.9,5632.0,5408,6368,194.2,"cuvslam::cuda::sba::calc_jacobians_kernel(cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta, float)"
0.2,499645,131,3814.1,3776.0,3552,4704,223.7,"cuvslam::cuda::sba::evaluate_cost_kernel(float *, int *, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta, cuvslam::cuda::sba::GPUParameterUpdateMeta, float)"
0.2,471004,18,26166.9,26112.0,25952,27008,226.3,"cuvslam::cuda::gftt_values_kernel(unsigned long long, unsigned long long, float *, unsigned long, uint2)"
0.2,371103,89,4169.7,5472.0,1440,6400,1977.8,"cuvslam::cuda::sba::clear_full_system_stage_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, int, int)"
0.2,365152,114,3203.1,3360.0,2368,3552,343.4,"cuvslam::cuda::sba::reduced_system_stage_3_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int)"
0.1,279038,114,2447.7,2336.0,1856,3008,386.9,"cuvslam::cuda::sba::calc_pose_update_kernel(cuvslam::cuda::Mat<float, (int)4, (int)4> *, cuvslam::cuda::sba::float6 *, int)"
0.1,278912,114,2446.6,2720.0,1760,3008,427.4,"cuvslam::cuda::sba::calc_point_update_kernel_xavier_special(float *, float *, unsigned long, float *, float *, int, int)"
0.1,266205,114,2335.1,2336.0,2240,2496,59.8,"cuvslam::cuda::sba::v1T_x_M_x_v2_kernel(float *, float *, unsigned long, int, int, float *, float *, bool)"
0.1,249503,114,2188.6,2176.0,2144,2208,17.3,"cuvslam::cuda::sba::pose_scaling_term_kernel(float *, float *, unsigned long, int, float *)"
0.1,190143,18,10563.5,10528.0,10400,10752,107.0,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortBlockSortKernel<cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::policy_hub<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::vsmem_t)"
0.1,177152,114,1554.0,1536.0,1504,1632,43.4,"cuvslam::cuda::sba::make_prediction(float, float, float *, float *, float *, float *, float *)"
0.1,148896,18,8272.0,8256.0,8096,8416,88.7,"cuvslam::cuda::non_max_suppression_kernel(unsigned long long, uint2, float *, int)"
0.1,143327,114,1257.3,1248.0,1216,1280,17.4,"copy_info_kernel(int, int *)"
0.1,143071,114,1255.0,1248.0,1216,1280,15.8,dtrsv_init(int *)
0.1,143008,114,1254.5,1248.0,1216,1280,14.9,"dtrsv_init_up(int *, int)"
0.1,142976,114,1254.2,1248.0,1216,1280,16.4,"xxtrf4_set_info_ker(int, int *)"
0.1,138336,36,3842.7,3808.0,3648,4160,118.6,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortMergeKernel<cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::policy_hub<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::vsmem_t)"
0.1,132160,72,1835.6,1888.0,1568,1952,102.2,"cuvslam::cuda::sba::update_points_kernel(cuvslam::cuda::sba::Point *, float3 *, int)"
0.1,131039,36,3640.0,3616.0,3456,3808,89.4,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortPartitionKernel<cuvslam::cuda::Keypoint *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
0.1,112160,18,6231.1,6240.0,6144,6304,42.2,"cuvslam::cuda::accumulateGFTT_kernel(unsigned long long, uint2, uint2, uint2, float *)"
0.1,110272,72,1531.6,1536.0,1472,1568,23.6,"cuvslam::cuda::sba::update_poses_kernel(cuvslam::cuda::Mat<float, (int)4, (int)4> *, cuvslam::cuda::Mat<float, (int)4, (int)4> *, int)"
0.1,108832,89,1222.8,1216.0,1184,1248,17.0,"cuvslam::cuda::sba::clear_full_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, int)"
0.0,107488,18,5971.6,5968.0,5920,6016,31.3,"cuvslam::cuda::downsample_gftt_x8_kernel(const float *, int, float *, uint2, int, uint2 *, int)"
0.0,75296,18,4183.1,4160.0,4128,4416,63.8,"cuvslam::cuda::matcher::lift_kernel(unsigned long long, cuvslam::cuda::Inctinsics, const cuvslam::cuda::Track *, unsigned long, float3 *)"
0.0,55520,18,3084.4,3072.0,3040,3136,24.9,"cuvslam::cuda::select_features_kernel(const float *, uint2, unsigned long, const float *, uint2, int, const uint2 *, int, cuvslam::cuda::Keypoint *, int, int *, int *)"
0.0,32768,17,1927.5,1920.0,1760,2016,54.9,"cuvslam::cuda::filter_maximums_kernel(float *, uint2, int, const cuvslam::cuda::Keypoint *, int)"
