Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
31.0,67067484,4273,15695.6,15712.0,15040,16320,218.1,"cuvslam::cuda::matcher::photometric_kernel(cuvslam::cuda::ImgTextures, cuvslam::cuda::Inctinsics, cuvslam::cuda::Extrinsics, const cuvslam::cuda::Track *, unsigned long, float, float *, float *, float *, float *)"
29.0,62653428,4273,14662.6,14656.0,14464,15136,76.9,"cuvslam::cuda::matcher::point_to_point_kernel(cuvslam::cuda::ImgTextures, cuvslam::cuda::Inctinsics, cuvslam::cuda::Extrinsics, const cuvslam::cuda::Track *, unsigned long, float, float *, float *, float *, float *)"
9.1,19734438,260,75901.7,75967.5,73408,79296,1010.4,"cuvslam::cuda::cast_depth_kernel(const unsigned short *, unsigned long, float, float *, unsigned long, uint2)"
8.5,18329863,2600,7049.9,3456.0,3136,18944,5969.9,"cuvslam::cuda::gaussian_scaling_kernel(unsigned long long, uint2, float *, unsigned long, uint2)"
5.4,11600001,518,22393.8,20800.0,16416,44895,5041.1,"cuvslam::cuda::lk_track_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, int)"
4.3,9401136,260,36158.2,36160.0,36032,36576,47.7,"cuvslam::cuda::cast_image_kernel_rgb(const unsigned char *, unsigned long, float *, unsigned long, uint2)"
2.8,5964040,1560,3823.1,2415.5,2271,9760,2639.1,"cuvslam::cuda::conv_grad_y_kernel(unsigned long long, uint2, float *, unsigned long)"
2.6,5531079,1560,3545.6,2480.0,2144,8224,2112.8,"cuvslam::cuda::conv_grad_x_kernel(unsigned long long, uint2, float *, unsigned long)"
1.1,2343898,89,26335.9,30720.0,8032,35840,8235.0,"cuvslam::cuda::sba::build_full_system_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta)"
0.7,1597490,114,14013.1,13248.0,10848,18144,2847.2,"cuvslam::cuda::sba::reduced_system_stage_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int, float, float)"
0.6,1292060,114,11333.9,14000.0,2656,15296,4484.9,"cuvslam::cuda::sba::reduced_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, float)"
0.4,900760,89,10120.9,10720.0,7839,11616,1026.3,"cuvslam::cuda::sba::build_full_system_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta)"
0.4,870173,114,7633.1,8064.0,5056,8896,1246.8,"void trsv_lt_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
0.4,849050,114,7447.8,7360.0,6688,8032,447.8,"void kernel<getrf_wo_pivot_params_<float, (int)0, (int)128, (int)1, (int)32, (int)32, (int)32, (int)8, (int)1, (int)1>>(int, int, void *, int, void *, int, int, int, int, int, int *)"
0.3,650302,114,5704.4,5888.0,4320,6656,731.9,"void trsv_ln_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
