Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
1.8,3387654,89,38063.5,38048.0,37664,38976,149.3,"cuvslam::cuda::gftt_values_kernel(unsigned long long, unsigned long long, float *, unsigned long, uint2)"
1.7,3274918,616,5316.4,5440.0,2912,6016,471.9,"cuvslam::cuda::sba::v1T_x_M_T_x_v2_kernel(float *, float *, unsigned long, int, int, float *, float *)"
1.7,3201926,616,5197.9,5264.0,2656,6176,545.9,"cuvslam::cuda::sba::reduced_system_stage_12_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int)"
1.6,3056326,1232,2480.8,2464.0,2304,2592,68.0,"cuvslam::cuda::sba::point_term_kernel(float3 *, cuvslam::cuda::Mat<float, (int)3, (int)3> *, int, bool, float *)"
1.6,3052105,1232,2477.4,2176.0,1920,3296,520.1,"cuvslam::cuda::sba::reduce_abs_max_kernel(float *, unsigned long, float *)"
1.4,2742916,704,3896.2,3872.0,3552,4224,126.6,"cuvslam::cuda::sba::evaluate_cost_kernel(float *, int *, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta, cuvslam::cuda::sba::GPUParameterUpdateMeta, float)"
1.4,2725346,89,30621.9,30496.0,25088,38720,2564.9,"cuvslam::cuda::lk_track_horizontal_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, int)"
1.1,2118307,616,3438.8,3520.0,2528,3616,179.7,"cuvslam::cuda::sba::reduced_system_stage_3_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int)"
0.9,1661443,616,2697.1,2784.0,1760,3072,274.0,"cuvslam::cuda::sba::calc_point_update_kernel_xavier_special(float *, float *, unsigned long, float *, float *, int, int)"
0.8,1450372,616,2354.5,2304.0,2240,2944,148.2,"cuvslam::cuda::sba::calc_pose_update_kernel(cuvslam::cuda::Mat<float, (int)4, (int)4> *, cuvslam::cuda::sba::float6 *, int)"
0.8,1446560,616,2348.3,2336.0,2240,2560,40.2,"cuvslam::cuda::sba::v1T_x_M_x_v2_kernel(float *, float *, unsigned long, int, int, float *, float *, bool)"
0.7,1346592,616,2186.0,2176.0,2144,2208,19.1,"cuvslam::cuda::sba::pose_scaling_term_kernel(float *, float *, unsigned long, int, float *)"
0.6,1103745,595,1855.0,1856.0,1600,2048,58.0,"cuvslam::cuda::sba::update_points_kernel(cuvslam::cuda::sba::Point *, float3 *, int)"
0.5,1041282,267,3899.9,3840.0,3584,4416,167.0,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortMergeKernel<cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::policy_hub<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::vsmem_t)"
0.5,1037410,89,11656.3,11648.0,11424,11840,92.5,"cuvslam::cuda::non_max_suppression_kernel(unsigned long long, uint2, float *, int)"
0.5,975073,267,3652.0,3680.0,3040,3968,150.7,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortPartitionKernel<cuvslam::cuda::Keypoint *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
0.5,954976,89,10730.1,10720.0,10560,10944,89.2,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortBlockSortKernel<cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::policy_hub<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::vsmem_t)"
0.5,936162,616,1519.7,1536.0,1472,1632,20.3,"cuvslam::cuda::sba::make_prediction(float, float, float *, float *, float *, float *, float *)"
0.5,914753,595,1537.4,1536.0,1472,1568,21.8,"cuvslam::cuda::sba::update_poses_kernel(cuvslam::cuda::Mat<float, (int)4, (int)4> *, cuvslam::cuda::Mat<float, (int)4, (int)4> *, int)"
0.4,835809,683,1223.7,1216.0,1184,1280,20.5,"cuvslam::cuda::sba::clear_full_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, int)"
0.4,778404,616,1263.6,1249.0,1216,1312,17.6,"xxtrf4_set_info_ker(int, int *)"
0.4,777216,616,1261.7,1248.0,1216,1312,18.5,"dtrsv_init_up(int *, int)"
0.4,777056,616,1261.5,1248.0,1216,1280,17.7,"copy_info_kernel(int, int *)"
0.4,776064,616,1259.8,1248.0,1216,1280,18.4,dtrsv_init(int *)
0.4,757345,89,8509.5,8481.0,8320,8736,71.9,"cuvslam::cuda::accumulateGFTT_kernel(unsigned long long, uint2, uint2, uint2, float *)"
0.4,716993,89,8056.1,8064.0,7968,8160,40.1,"cuvslam::cuda::downsample_gftt_x8_kernel(const float *, int, float *, uint2, int, uint2 *, int)"
0.2,314561,89,3534.4,3520.0,3424,3648,48.5,"cuvslam::cuda::select_features_kernel(const float *, uint2, unsigned long, const float *, uint2, int, const uint2 *, int, cuvslam::cuda::Keypoint *, int, int *, int *)"
0.1,161440,88,1834.5,1856.0,1664,1920,63.0,"cuvslam::cuda::filter_maximums_kernel(float *, uint2, int, const cuvslam::cuda::Keypoint *, int)"
