Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
17.9,34128846,683,49969.0,49792.0,14528,64832,5591.2,"cuvslam::cuda::sba::build_full_system_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta)"
9.7,18464151,349,52905.9,52832.0,52672,53376,166.3,"cuvslam::cuda::cast_image_kernel_rgb(const unsigned char *, unsigned long, float *, unsigned long, uint2)"
9.3,17746336,518,34259.3,32128.0,19680,49600,6847.1,"cuvslam::cuda::lk_track_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, int)"
8.0,15272496,1396,10940.2,6560.0,3168,27904,9670.8,"cuvslam::cuda::gaussian_scaling_kernel(unsigned long long, uint2, float *, unsigned long, uint2)"
5.0,9437324,683,13817.5,13984.0,8672,15104,827.1,"cuvslam::cuda::sba::build_full_system_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta)"
4.5,8632778,616,14014.3,14624.0,2816,15424,2296.6,"cuvslam::cuda::sba::reduced_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, float)"
4.3,8136584,1745,4662.8,2752.0,2208,11520,3380.7,"cuvslam::cuda::conv_grad_x_kernel(unsigned long long, uint2, float *, unsigned long)"
4.3,8117963,616,13178.5,12992.0,10784,16864,1300.0,"cuvslam::cuda::sba::reduced_system_stage_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int, float, float)"
3.5,6696431,1300,5151.1,2784.0,2208,13728,4311.3,"cuvslam::cuda::conv_grad_y_kernel(unsigned long long, uint2, float *, unsigned long)"
2.6,4974027,616,8074.7,8256.0,5056,8672,575.4,"void trsv_lt_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
2.5,4846823,616,7868.2,7904.0,6688,8097,249.3,"void kernel<getrf_wo_pivot_params_<float, (int)0, (int)128, (int)1, (int)32, (int)32, (int)32, (int)8, (int)1, (int)1>>(int, int, void *, int, void *, int, int, int, int, int, int *)"
2.1,3992867,683,5846.1,5696.0,5408,7456,351.2,"cuvslam::cuda::sba::calc_jacobians_kernel(cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta, float)"
2.0,3849731,683,5636.5,5824.0,1440,6336,864.0,"cuvslam::cuda::sba::clear_full_system_stage_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, int, int)"
1.9,3614658,616,5868.0,5888.0,4288,6464,335.2,"void trsv_ln_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
