app,kernel,class,k_bw,c_ratio,speedup
pb_3dconv,convolution3D_kernel,G1-bandwidth,2.0,0.25,0.492
pb_3dconv,convolution3D_kernel,G1-bandwidth,2.0,0.5,0.824
pb_3dconv,convolution3D_kernel,G1-bandwidth,2.0,0.75,1.063
pb_3dconv,convolution3D_kernel,G1-bandwidth,2.0,1.0,1.244
pb_3dconv,convolution3D_kernel,G1-bandwidth,4.0,0.25,0.519
pb_3dconv,convolution3D_kernel,G1-bandwidth,4.0,0.5,0.905
pb_3dconv,convolution3D_kernel,G1-bandwidth,4.0,0.75,1.202
pb_3dconv,convolution3D_kernel,G1-bandwidth,4.0,1.0,1.438
pb_3dconv,convolution3D_kernel,G1-bandwidth,8.0,0.25,0.534
pb_3dconv,convolution3D_kernel,G1-bandwidth,8.0,0.5,0.951
pb_3dconv,convolution3D_kernel,G1-bandwidth,8.0,0.75,1.285
pb_3dconv,convolution3D_kernel,G1-bandwidth,8.0,1.0,1.56
pb_3dconv,convolution3D_kernel,G1-bandwidth,16.0,0.25,0.542
pb_3dconv,convolution3D_kernel,G1-bandwidth,16.0,0.5,0.976
pb_3dconv,convolution3D_kernel,G1-bandwidth,16.0,0.75,1.332
pb_3dconv,convolution3D_kernel,G1-bandwidth,16.0,1.0,1.628
pb_2mm,mm2_kernel2,G3-l2-reuse,2.0,0.25,0.264
pb_2mm,mm2_kernel2,G3-l2-reuse,2.0,0.5,0.514
pb_2mm,mm2_kernel2,G3-l2-reuse,2.0,0.75,0.751
pb_2mm,mm2_kernel2,G3-l2-reuse,2.0,1.0,0.977
pb_2mm,mm2_kernel2,G3-l2-reuse,4.0,0.25,0.264
pb_2mm,mm2_kernel2,G3-l2-reuse,4.0,0.5,0.514
pb_2mm,mm2_kernel2,G3-l2-reuse,4.0,0.75,0.751
pb_2mm,mm2_kernel2,G3-l2-reuse,4.0,1.0,0.977
pb_2mm,mm2_kernel2,G3-l2-reuse,8.0,0.25,0.264
pb_2mm,mm2_kernel2,G3-l2-reuse,8.0,0.5,0.514
pb_2mm,mm2_kernel2,G3-l2-reuse,8.0,0.75,0.751
pb_2mm,mm2_kernel2,G3-l2-reuse,8.0,1.0,0.977
pb_2mm,mm2_kernel2,G3-l2-reuse,16.0,0.25,0.264
pb_2mm,mm2_kernel2,G3-l2-reuse,16.0,0.5,0.514
pb_2mm,mm2_kernel2,G3-l2-reuse,16.0,0.75,0.751
pb_2mm,mm2_kernel2,G3-l2-reuse,16.0,1.0,0.977
pb_2mm,mm2_kernel1,G3-l2-reuse,2.0,0.25,0.267
pb_2mm,mm2_kernel1,G3-l2-reuse,2.0,0.5,0.517
pb_2mm,mm2_kernel1,G3-l2-reuse,2.0,0.75,0.754
pb_2mm,mm2_kernel1,G3-l2-reuse,2.0,1.0,0.977
pb_2mm,mm2_kernel1,G3-l2-reuse,4.0,0.25,0.267
pb_2mm,mm2_kernel1,G3-l2-reuse,4.0,0.5,0.517
pb_2mm,mm2_kernel1,G3-l2-reuse,4.0,0.75,0.754
pb_2mm,mm2_kernel1,G3-l2-reuse,4.0,1.0,0.977
pb_2mm,mm2_kernel1,G3-l2-reuse,8.0,0.25,0.267
pb_2mm,mm2_kernel1,G3-l2-reuse,8.0,0.5,0.517
pb_2mm,mm2_kernel1,G3-l2-reuse,8.0,0.75,0.754
pb_2mm,mm2_kernel1,G3-l2-reuse,8.0,1.0,0.977
pb_2mm,mm2_kernel1,G3-l2-reuse,16.0,0.25,0.267
pb_2mm,mm2_kernel1,G3-l2-reuse,16.0,0.5,0.517
pb_2mm,mm2_kernel1,G3-l2-reuse,16.0,0.75,0.754
pb_2mm,mm2_kernel1,G3-l2-reuse,16.0,1.0,0.977
pb_3mm,mm3_kernel3,G3-l2-reuse,2.0,0.25,0.281
pb_3mm,mm3_kernel3,G3-l2-reuse,2.0,0.5,0.535
pb_3mm,mm3_kernel3,G3-l2-reuse,2.0,0.75,0.766
pb_3mm,mm3_kernel3,G3-l2-reuse,2.0,1.0,0.978
pb_3mm,mm3_kernel3,G3-l2-reuse,4.0,0.25,0.281
pb_3mm,mm3_kernel3,G3-l2-reuse,4.0,0.5,0.535
pb_3mm,mm3_kernel3,G3-l2-reuse,4.0,0.75,0.766
pb_3mm,mm3_kernel3,G3-l2-reuse,4.0,1.0,0.978
pb_3mm,mm3_kernel3,G3-l2-reuse,8.0,0.25,0.281
pb_3mm,mm3_kernel3,G3-l2-reuse,8.0,0.5,0.535
pb_3mm,mm3_kernel3,G3-l2-reuse,8.0,0.75,0.766
pb_3mm,mm3_kernel3,G3-l2-reuse,8.0,1.0,0.978
pb_3mm,mm3_kernel3,G3-l2-reuse,16.0,0.25,0.281
pb_3mm,mm3_kernel3,G3-l2-reuse,16.0,0.5,0.535
pb_3mm,mm3_kernel3,G3-l2-reuse,16.0,0.75,0.766
pb_3mm,mm3_kernel3,G3-l2-reuse,16.0,1.0,0.978
pb_3mm,mm3_kernel1,G3-l2-reuse,2.0,0.25,0.282
pb_3mm,mm3_kernel1,G3-l2-reuse,2.0,0.5,0.538
pb_3mm,mm3_kernel1,G3-l2-reuse,2.0,0.75,0.77
pb_3mm,mm3_kernel1,G3-l2-reuse,2.0,1.0,0.983
pb_3mm,mm3_kernel1,G3-l2-reuse,4.0,0.25,0.282
pb_3mm,mm3_kernel1,G3-l2-reuse,4.0,0.5,0.538
pb_3mm,mm3_kernel1,G3-l2-reuse,4.0,0.75,0.771
pb_3mm,mm3_kernel1,G3-l2-reuse,4.0,1.0,0.984
pb_3mm,mm3_kernel1,G3-l2-reuse,8.0,0.25,0.283
pb_3mm,mm3_kernel1,G3-l2-reuse,8.0,0.5,0.538
pb_3mm,mm3_kernel1,G3-l2-reuse,8.0,0.75,0.772
pb_3mm,mm3_kernel1,G3-l2-reuse,8.0,1.0,0.985
pb_3mm,mm3_kernel1,G3-l2-reuse,16.0,0.25,0.283
pb_3mm,mm3_kernel1,G3-l2-reuse,16.0,0.5,0.539
pb_3mm,mm3_kernel1,G3-l2-reuse,16.0,0.75,0.772
pb_3mm,mm3_kernel1,G3-l2-reuse,16.0,1.0,0.985
pb_3mm,mm3_kernel2,G3-l2-reuse,2.0,0.25,0.28
pb_3mm,mm3_kernel2,G3-l2-reuse,2.0,0.5,0.539
pb_3mm,mm3_kernel2,G3-l2-reuse,2.0,0.75,0.779
pb_3mm,mm3_kernel2,G3-l2-reuse,2.0,1.0,1.002
pb_3mm,mm3_kernel2,G3-l2-reuse,4.0,0.25,0.281
pb_3mm,mm3_kernel2,G3-l2-reuse,4.0,0.5,0.543
pb_3mm,mm3_kernel2,G3-l2-reuse,4.0,0.75,0.786
pb_3mm,mm3_kernel2,G3-l2-reuse,4.0,1.0,1.013
pb_3mm,mm3_kernel2,G3-l2-reuse,8.0,0.25,0.282
pb_3mm,mm3_kernel2,G3-l2-reuse,8.0,0.5,0.544
pb_3mm,mm3_kernel2,G3-l2-reuse,8.0,0.75,0.789
pb_3mm,mm3_kernel2,G3-l2-reuse,8.0,1.0,1.019
pb_3mm,mm3_kernel2,G3-l2-reuse,16.0,0.25,0.282
pb_3mm,mm3_kernel2,G3-l2-reuse,16.0,0.5,0.545
pb_3mm,mm3_kernel2,G3-l2-reuse,16.0,0.75,0.791
pb_3mm,mm3_kernel2,G3-l2-reuse,16.0,1.0,1.022
pb_atax,atax_kernel1,G3-l2-reuse,2.0,0.25,0.249
pb_atax,atax_kernel1,G3-l2-reuse,2.0,0.5,0.496
pb_atax,atax_kernel1,G3-l2-reuse,2.0,0.75,0.74
pb_atax,atax_kernel1,G3-l2-reuse,2.0,1.0,0.982
pb_atax,atax_kernel1,G3-l2-reuse,4.0,0.25,0.25
pb_atax,atax_kernel1,G3-l2-reuse,4.0,0.5,0.496
pb_atax,atax_kernel1,G3-l2-reuse,4.0,0.75,0.741
pb_atax,atax_kernel1,G3-l2-reuse,4.0,1.0,0.983
pb_atax,atax_kernel1,G3-l2-reuse,8.0,0.25,0.25
pb_atax,atax_kernel1,G3-l2-reuse,8.0,0.5,0.497
pb_atax,atax_kernel1,G3-l2-reuse,8.0,0.75,0.741
pb_atax,atax_kernel1,G3-l2-reuse,8.0,1.0,0.983
pb_atax,atax_kernel1,G3-l2-reuse,16.0,0.25,0.25
pb_atax,atax_kernel1,G3-l2-reuse,16.0,0.5,0.497
pb_atax,atax_kernel1,G3-l2-reuse,16.0,0.75,0.741
pb_atax,atax_kernel1,G3-l2-reuse,16.0,1.0,0.983
pb_atax,atax_kernel2,G1-bandwidth,2.0,0.25,0.506
pb_atax,atax_kernel2,G1-bandwidth,2.0,0.5,0.8
pb_atax,atax_kernel2,G1-bandwidth,2.0,0.75,0.991
pb_atax,atax_kernel2,G1-bandwidth,2.0,1.0,1.125
pb_atax,atax_kernel2,G1-bandwidth,4.0,0.25,0.524
pb_atax,atax_kernel2,G1-bandwidth,4.0,0.5,0.844
pb_atax,atax_kernel2,G1-bandwidth,4.0,0.75,1.06
pb_atax,atax_kernel2,G1-bandwidth,4.0,1.0,1.215
pb_atax,atax_kernel2,G1-bandwidth,8.0,0.25,0.533
pb_atax,atax_kernel2,G1-bandwidth,8.0,0.5,0.868
pb_atax,atax_kernel2,G1-bandwidth,8.0,0.75,1.098
pb_atax,atax_kernel2,G1-bandwidth,8.0,1.0,1.266
pb_atax,atax_kernel2,G1-bandwidth,16.0,0.25,0.538
pb_atax,atax_kernel2,G1-bandwidth,16.0,0.5,0.881
pb_atax,atax_kernel2,G1-bandwidth,16.0,0.75,1.118
pb_atax,atax_kernel2,G1-bandwidth,16.0,1.0,1.293
pb_bicg,bicg_kernel1,G4-latency,2.0,0.25,0.526
pb_bicg,bicg_kernel1,G4-latency,2.0,0.5,0.82
pb_bicg,bicg_kernel1,G4-latency,2.0,0.75,1.008
pb_bicg,bicg_kernel1,G4-latency,2.0,1.0,1.138
pb_bicg,bicg_kernel1,G4-latency,4.0,0.25,0.547
pb_bicg,bicg_kernel1,G4-latency,4.0,0.5,0.871
pb_bicg,bicg_kernel1,G4-latency,4.0,0.75,1.085
pb_bicg,bicg_kernel1,G4-latency,4.0,1.0,1.238
pb_bicg,bicg_kernel1,G4-latency,8.0,0.25,0.557
pb_bicg,bicg_kernel1,G4-latency,8.0,0.5,0.898
pb_bicg,bicg_kernel1,G4-latency,8.0,0.75,1.129
pb_bicg,bicg_kernel1,G4-latency,8.0,1.0,1.295
pb_bicg,bicg_kernel1,G4-latency,16.0,0.25,0.563
pb_bicg,bicg_kernel1,G4-latency,16.0,0.5,0.913
pb_bicg,bicg_kernel1,G4-latency,16.0,0.75,1.152
pb_bicg,bicg_kernel1,G4-latency,16.0,1.0,1.325
pb_corr,corr_kernel,G3-l2-reuse,2.0,0.25,0.251
pb_corr,corr_kernel,G3-l2-reuse,2.0,0.5,0.498
pb_corr,corr_kernel,G3-l2-reuse,2.0,0.75,0.741
pb_corr,corr_kernel,G3-l2-reuse,2.0,1.0,0.98
pb_corr,corr_kernel,G3-l2-reuse,4.0,0.25,0.251
pb_corr,corr_kernel,G3-l2-reuse,4.0,0.5,0.498
pb_corr,corr_kernel,G3-l2-reuse,4.0,0.75,0.741
pb_corr,corr_kernel,G3-l2-reuse,4.0,1.0,0.98
pb_corr,corr_kernel,G3-l2-reuse,8.0,0.25,0.251
pb_corr,corr_kernel,G3-l2-reuse,8.0,0.5,0.498
pb_corr,corr_kernel,G3-l2-reuse,8.0,0.75,0.741
pb_corr,corr_kernel,G3-l2-reuse,8.0,1.0,0.98
pb_corr,corr_kernel,G3-l2-reuse,16.0,0.25,0.251
pb_corr,corr_kernel,G3-l2-reuse,16.0,0.5,0.498
pb_corr,corr_kernel,G3-l2-reuse,16.0,0.75,0.741
pb_corr,corr_kernel,G3-l2-reuse,16.0,1.0,0.98
pb_corr,std_kernel,G4-latency,2.0,0.25,0.325
pb_corr,std_kernel,G4-latency,2.0,0.5,0.586
pb_corr,std_kernel,G4-latency,2.0,0.75,0.801
pb_corr,std_kernel,G4-latency,2.0,1.0,0.981
pb_corr,std_kernel,G4-latency,4.0,0.25,0.325
pb_corr,std_kernel,G4-latency,4.0,0.5,0.586
pb_corr,std_kernel,G4-latency,4.0,0.75,0.801
pb_corr,std_kernel,G4-latency,4.0,1.0,0.981
pb_corr,std_kernel,G4-latency,8.0,0.25,0.325
pb_corr,std_kernel,G4-latency,8.0,0.5,0.586
pb_corr,std_kernel,G4-latency,8.0,0.75,0.801
pb_corr,std_kernel,G4-latency,8.0,1.0,0.981
pb_corr,std_kernel,G4-latency,16.0,0.25,0.325
pb_corr,std_kernel,G4-latency,16.0,0.5,0.586
pb_corr,std_kernel,G4-latency,16.0,0.75,0.801
pb_corr,std_kernel,G4-latency,16.0,1.0,0.981
pb_corr,mean_kernel,G4-latency,2.0,0.25,0.522
pb_corr,mean_kernel,G4-latency,2.0,0.5,0.817
pb_corr,mean_kernel,G4-latency,2.0,0.75,1.007
pb_corr,mean_kernel,G4-latency,2.0,1.0,1.139
pb_corr,mean_kernel,G4-latency,4.0,0.25,0.542
pb_corr,mean_kernel,G4-latency,4.0,0.5,0.867
pb_corr,mean_kernel,G4-latency,4.0,0.75,1.085
pb_corr,mean_kernel,G4-latency,4.0,1.0,1.24
pb_corr,mean_kernel,G4-latency,8.0,0.25,0.553
pb_corr,mean_kernel,G4-latency,8.0,0.5,0.895
pb_corr,mean_kernel,G4-latency,8.0,0.75,1.128
pb_corr,mean_kernel,G4-latency,8.0,1.0,1.297
pb_corr,mean_kernel,G4-latency,16.0,0.25,0.558
pb_corr,mean_kernel,G4-latency,16.0,0.5,0.91
pb_corr,mean_kernel,G4-latency,16.0,0.75,1.151
pb_corr,mean_kernel,G4-latency,16.0,1.0,1.327
pb_corr,reduce_kernel,G1-bandwidth,2.0,0.25,0.287
pb_corr,reduce_kernel,G1-bandwidth,2.0,0.5,0.543
pb_corr,reduce_kernel,G1-bandwidth,2.0,0.75,0.773
pb_corr,reduce_kernel,G1-bandwidth,2.0,1.0,0.98
pb_corr,reduce_kernel,G1-bandwidth,4.0,0.25,0.287
pb_corr,reduce_kernel,G1-bandwidth,4.0,0.5,0.543
pb_corr,reduce_kernel,G1-bandwidth,4.0,0.75,0.773
pb_corr,reduce_kernel,G1-bandwidth,4.0,1.0,0.98
pb_corr,reduce_kernel,G1-bandwidth,8.0,0.25,0.287
pb_corr,reduce_kernel,G1-bandwidth,8.0,0.5,0.543
pb_corr,reduce_kernel,G1-bandwidth,8.0,0.75,0.773
pb_corr,reduce_kernel,G1-bandwidth,8.0,1.0,0.98
pb_corr,reduce_kernel,G1-bandwidth,16.0,0.25,0.287
pb_corr,reduce_kernel,G1-bandwidth,16.0,0.5,0.543
pb_corr,reduce_kernel,G1-bandwidth,16.0,0.75,0.773
pb_corr,reduce_kernel,G1-bandwidth,16.0,1.0,0.98
pb_covar,covar_kernel,G3-l2-reuse,2.0,0.25,0.251
pb_covar,covar_kernel,G3-l2-reuse,2.0,0.5,0.498
pb_covar,covar_kernel,G3-l2-reuse,2.0,0.75,0.741
pb_covar,covar_kernel,G3-l2-reuse,2.0,1.0,0.98
pb_covar,covar_kernel,G3-l2-reuse,4.0,0.25,0.251
pb_covar,covar_kernel,G3-l2-reuse,4.0,0.5,0.498
pb_covar,covar_kernel,G3-l2-reuse,4.0,0.75,0.741
pb_covar,covar_kernel,G3-l2-reuse,4.0,1.0,0.98
pb_covar,covar_kernel,G3-l2-reuse,8.0,0.25,0.251
pb_covar,covar_kernel,G3-l2-reuse,8.0,0.5,0.498
pb_covar,covar_kernel,G3-l2-reuse,8.0,0.75,0.741
pb_covar,covar_kernel,G3-l2-reuse,8.0,1.0,0.98
pb_covar,covar_kernel,G3-l2-reuse,16.0,0.25,0.251
pb_covar,covar_kernel,G3-l2-reuse,16.0,0.5,0.498
pb_covar,covar_kernel,G3-l2-reuse,16.0,0.75,0.741
pb_covar,covar_kernel,G3-l2-reuse,16.0,1.0,0.98
pb_covar,mean_kernel,G4-latency,2.0,0.25,0.523
pb_covar,mean_kernel,G4-latency,2.0,0.5,0.817
pb_covar,mean_kernel,G4-latency,2.0,0.75,1.006
pb_covar,mean_kernel,G4-latency,2.0,1.0,1.138
pb_covar,mean_kernel,G4-latency,4.0,0.25,0.543
pb_covar,mean_kernel,G4-latency,4.0,0.5,0.867
pb_covar,mean_kernel,G4-latency,4.0,0.75,1.084
pb_covar,mean_kernel,G4-latency,4.0,1.0,1.238
pb_covar,mean_kernel,G4-latency,8.0,0.25,0.553
pb_covar,mean_kernel,G4-latency,8.0,0.5,0.895
pb_covar,mean_kernel,G4-latency,8.0,0.75,1.127
pb_covar,mean_kernel,G4-latency,8.0,1.0,1.294
pb_covar,mean_kernel,G4-latency,16.0,0.25,0.559
pb_covar,mean_kernel,G4-latency,16.0,0.5,0.909
pb_covar,mean_kernel,G4-latency,16.0,0.75,1.15
pb_covar,mean_kernel,G4-latency,16.0,1.0,1.325
pb_covar,reduce_kernel,G1-bandwidth,2.0,0.25,0.307
pb_covar,reduce_kernel,G1-bandwidth,2.0,0.5,0.569
pb_covar,reduce_kernel,G1-bandwidth,2.0,0.75,0.795
pb_covar,reduce_kernel,G1-bandwidth,2.0,1.0,0.993
pb_covar,reduce_kernel,G1-bandwidth,4.0,0.25,0.308
pb_covar,reduce_kernel,G1-bandwidth,4.0,0.5,0.571
pb_covar,reduce_kernel,G1-bandwidth,4.0,0.75,0.799
pb_covar,reduce_kernel,G1-bandwidth,4.0,1.0,0.999
pb_covar,reduce_kernel,G1-bandwidth,8.0,0.25,0.308
pb_covar,reduce_kernel,G1-bandwidth,8.0,0.5,0.572
pb_covar,reduce_kernel,G1-bandwidth,8.0,0.75,0.802
pb_covar,reduce_kernel,G1-bandwidth,8.0,1.0,1.002
pb_covar,reduce_kernel,G1-bandwidth,16.0,0.25,0.308
pb_covar,reduce_kernel,G1-bandwidth,16.0,0.5,0.573
pb_covar,reduce_kernel,G1-bandwidth,16.0,0.75,0.803
pb_covar,reduce_kernel,G1-bandwidth,16.0,1.0,1.004
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,2.0,0.25,1.73
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,2.0,0.5,1.759
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,2.0,0.75,1.77
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,2.0,1.0,1.775
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,4.0,0.25,2.858
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,4.0,0.5,2.94
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,4.0,0.75,2.969
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,4.0,1.0,2.983
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,8.0,0.25,4.241
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,8.0,0.5,4.425
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,8.0,0.75,4.49
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,8.0,1.0,4.523
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,16.0,0.25,5.595
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,16.0,0.5,5.919
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,16.0,0.75,6.036
pb_fdtd_2d,fdtd_step3_kernel,G1-bandwidth,16.0,1.0,6.096
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,2.0,0.25,1.374
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,2.0,0.5,1.573
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,2.0,0.75,1.653
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,2.0,1.0,1.697
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,4.0,0.25,1.95
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,4.0,0.5,2.379
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,4.0,0.75,2.567
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,4.0,1.0,2.673
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,8.0,0.25,2.468
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,8.0,0.5,3.198
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,8.0,0.75,3.547
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,8.0,1.0,3.752
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,16.0,0.25,2.846
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,16.0,0.5,3.862
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,16.0,0.75,4.384
pb_fdtd_2d,fdtd_step1_kernel,G1-bandwidth,16.0,1.0,4.701
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,2.0,0.25,1.496
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,2.0,0.5,1.659
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,2.0,0.75,1.721
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,2.0,1.0,1.754
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,4.0,0.25,2.254
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,4.0,0.5,2.646
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,4.0,0.75,2.809
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,4.0,1.0,2.898
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,8.0,0.25,3.019
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,8.0,0.5,3.767
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,8.0,0.75,4.106
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,8.0,1.0,4.299
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,16.0,0.25,3.637
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,16.0,0.5,4.78
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,16.0,0.75,5.339
pb_fdtd_2d,fdtd_step2_kernel,G1-bandwidth,16.0,1.0,5.67
pb_gemm,gemm_kernel,G3-l2-reuse,2.0,0.25,0.283
pb_gemm,gemm_kernel,G3-l2-reuse,2.0,0.5,0.537
pb_gemm,gemm_kernel,G3-l2-reuse,2.0,0.75,0.765
pb_gemm,gemm_kernel,G3-l2-reuse,2.0,1.0,0.973
pb_gemm,gemm_kernel,G3-l2-reuse,4.0,0.25,0.283
pb_gemm,gemm_kernel,G3-l2-reuse,4.0,0.5,0.537
pb_gemm,gemm_kernel,G3-l2-reuse,4.0,0.75,0.765
pb_gemm,gemm_kernel,G3-l2-reuse,4.0,1.0,0.973
pb_gemm,gemm_kernel,G3-l2-reuse,8.0,0.25,0.283
pb_gemm,gemm_kernel,G3-l2-reuse,8.0,0.5,0.537
pb_gemm,gemm_kernel,G3-l2-reuse,8.0,0.75,0.765
pb_gemm,gemm_kernel,G3-l2-reuse,8.0,1.0,0.973
pb_gemm,gemm_kernel,G3-l2-reuse,16.0,0.25,0.283
pb_gemm,gemm_kernel,G3-l2-reuse,16.0,0.5,0.537
pb_gemm,gemm_kernel,G3-l2-reuse,16.0,0.75,0.765
pb_gemm,gemm_kernel,G3-l2-reuse,16.0,1.0,0.973
pb_mvt,mvt_kernel1,G3-l2-reuse,2.0,0.25,0.25
pb_mvt,mvt_kernel1,G3-l2-reuse,2.0,0.5,0.496
pb_mvt,mvt_kernel1,G3-l2-reuse,2.0,0.75,0.74
pb_mvt,mvt_kernel1,G3-l2-reuse,2.0,1.0,0.981
pb_mvt,mvt_kernel1,G3-l2-reuse,4.0,0.25,0.25
pb_mvt,mvt_kernel1,G3-l2-reuse,4.0,0.5,0.496
pb_mvt,mvt_kernel1,G3-l2-reuse,4.0,0.75,0.741
pb_mvt,mvt_kernel1,G3-l2-reuse,4.0,1.0,0.982
pb_mvt,mvt_kernel1,G3-l2-reuse,8.0,0.25,0.25
pb_mvt,mvt_kernel1,G3-l2-reuse,8.0,0.5,0.497
pb_mvt,mvt_kernel1,G3-l2-reuse,8.0,0.75,0.741
pb_mvt,mvt_kernel1,G3-l2-reuse,8.0,1.0,0.982
pb_mvt,mvt_kernel1,G3-l2-reuse,16.0,0.25,0.25
pb_mvt,mvt_kernel1,G3-l2-reuse,16.0,0.5,0.497
pb_mvt,mvt_kernel1,G3-l2-reuse,16.0,0.75,0.741
pb_mvt,mvt_kernel1,G3-l2-reuse,16.0,1.0,0.982
pb_mvt,mvt_kernel2,G1-bandwidth,2.0,0.25,0.502
pb_mvt,mvt_kernel2,G1-bandwidth,2.0,0.5,0.796
pb_mvt,mvt_kernel2,G1-bandwidth,2.0,0.75,0.989
pb_mvt,mvt_kernel2,G1-bandwidth,2.0,1.0,1.125
pb_mvt,mvt_kernel2,G1-bandwidth,4.0,0.25,0.519
pb_mvt,mvt_kernel2,G1-bandwidth,4.0,0.5,0.84
pb_mvt,mvt_kernel2,G1-bandwidth,4.0,0.75,1.057
pb_mvt,mvt_kernel2,G1-bandwidth,4.0,1.0,1.214
pb_mvt,mvt_kernel2,G1-bandwidth,8.0,0.25,0.528
pb_mvt,mvt_kernel2,G1-bandwidth,8.0,0.5,0.863
pb_mvt,mvt_kernel2,G1-bandwidth,8.0,0.75,1.095
pb_mvt,mvt_kernel2,G1-bandwidth,8.0,1.0,1.264
pb_mvt,mvt_kernel2,G1-bandwidth,16.0,0.25,0.533
pb_mvt,mvt_kernel2,G1-bandwidth,16.0,0.5,0.876
pb_mvt,mvt_kernel2,G1-bandwidth,16.0,0.75,1.115
pb_mvt,mvt_kernel2,G1-bandwidth,16.0,1.0,1.291
pb_syr2k,syr2k_kernel,G3-l2-reuse,2.0,0.25,0.249
pb_syr2k,syr2k_kernel,G3-l2-reuse,2.0,0.5,0.495
pb_syr2k,syr2k_kernel,G3-l2-reuse,2.0,0.75,0.739
pb_syr2k,syr2k_kernel,G3-l2-reuse,2.0,1.0,0.98
pb_syr2k,syr2k_kernel,G3-l2-reuse,4.0,0.25,0.249
pb_syr2k,syr2k_kernel,G3-l2-reuse,4.0,0.5,0.495
pb_syr2k,syr2k_kernel,G3-l2-reuse,4.0,0.75,0.739
pb_syr2k,syr2k_kernel,G3-l2-reuse,4.0,1.0,0.98
pb_syr2k,syr2k_kernel,G3-l2-reuse,8.0,0.25,0.249
pb_syr2k,syr2k_kernel,G3-l2-reuse,8.0,0.5,0.495
pb_syr2k,syr2k_kernel,G3-l2-reuse,8.0,0.75,0.739
pb_syr2k,syr2k_kernel,G3-l2-reuse,8.0,1.0,0.981
pb_syr2k,syr2k_kernel,G3-l2-reuse,16.0,0.25,0.249
pb_syr2k,syr2k_kernel,G3-l2-reuse,16.0,0.5,0.495
pb_syr2k,syr2k_kernel,G3-l2-reuse,16.0,0.75,0.739
pb_syr2k,syr2k_kernel,G3-l2-reuse,16.0,1.0,0.981
pb_syrk,syrk_kernel,G3-l2-reuse,2.0,0.25,0.249
pb_syrk,syrk_kernel,G3-l2-reuse,2.0,0.5,0.495
pb_syrk,syrk_kernel,G3-l2-reuse,2.0,0.75,0.739
pb_syrk,syrk_kernel,G3-l2-reuse,2.0,1.0,0.98
pb_syrk,syrk_kernel,G3-l2-reuse,4.0,0.25,0.249
pb_syrk,syrk_kernel,G3-l2-reuse,4.0,0.5,0.495
pb_syrk,syrk_kernel,G3-l2-reuse,4.0,0.75,0.739
pb_syrk,syrk_kernel,G3-l2-reuse,4.0,1.0,0.98
pb_syrk,syrk_kernel,G3-l2-reuse,8.0,0.25,0.249
pb_syrk,syrk_kernel,G3-l2-reuse,8.0,0.5,0.495
