app,kernel,class,k_bw,c_ratio,speedup
hb_fresnel,kernel,G5-compute,16.0,0.5,0.495
hb_fresnel,kernel,G5-compute,16.0,0.75,0.739
hb_fresnel,kernel,G5-compute,16.0,1.0,0.98
hb_fsm,FSMKernel,G1-bandwidth,2.0,0.25,1.167
hb_fsm,FSMKernel,G1-bandwidth,2.0,0.5,1.349
hb_fsm,FSMKernel,G1-bandwidth,2.0,0.75,1.423
hb_fsm,FSMKernel,G1-bandwidth,2.0,1.0,1.464
hb_fsm,FSMKernel,G1-bandwidth,4.0,0.25,1.452
hb_fsm,FSMKernel,G1-bandwidth,4.0,0.5,1.746
hb_fsm,FSMKernel,G1-bandwidth,4.0,0.75,1.872
hb_fsm,FSMKernel,G1-bandwidth,4.0,1.0,1.942
hb_fsm,FSMKernel,G1-bandwidth,8.0,0.25,1.654
hb_fsm,FSMKernel,G1-bandwidth,8.0,0.5,2.047
hb_fsm,FSMKernel,G1-bandwidth,8.0,0.75,2.222
hb_fsm,FSMKernel,G1-bandwidth,8.0,1.0,2.322
hb_fsm,FSMKernel,G1-bandwidth,16.0,0.25,1.778
hb_fsm,FSMKernel,G1-bandwidth,16.0,0.5,2.24
hb_fsm,FSMKernel,G1-bandwidth,16.0,0.75,2.452
hb_fsm,FSMKernel,G1-bandwidth,16.0,1.0,2.574
hb_fsm,MaxKernel,G3-l2-reuse,2.0,0.25,0.397
hb_fsm,MaxKernel,G3-l2-reuse,2.0,0.5,0.677
hb_fsm,MaxKernel,G3-l2-reuse,2.0,0.75,0.885
hb_fsm,MaxKernel,G3-l2-reuse,2.0,1.0,1.047
hb_fsm,MaxKernel,G3-l2-reuse,4.0,0.25,0.402
hb_fsm,MaxKernel,G3-l2-reuse,4.0,0.5,0.692
hb_fsm,MaxKernel,G3-l2-reuse,4.0,0.75,0.911
hb_fsm,MaxKernel,G3-l2-reuse,4.0,1.0,1.083
hb_fsm,MaxKernel,G3-l2-reuse,8.0,0.25,0.404
hb_fsm,MaxKernel,G3-l2-reuse,8.0,0.5,0.7
hb_fsm,MaxKernel,G3-l2-reuse,8.0,0.75,0.925
hb_fsm,MaxKernel,G3-l2-reuse,8.0,1.0,1.102
hb_fsm,MaxKernel,G3-l2-reuse,16.0,0.25,0.406
hb_fsm,MaxKernel,G3-l2-reuse,16.0,0.5,0.704
hb_fsm,MaxKernel,G3-l2-reuse,16.0,0.75,0.932
hb_fsm,MaxKernel,G3-l2-reuse,16.0,1.0,1.112
hb_fwt,fwtBatch2Kernel,G1-bandwidth,2.0,0.25,1.687
hb_fwt,fwtBatch2Kernel,G1-bandwidth,2.0,0.5,1.721
hb_fwt,fwtBatch2Kernel,G1-bandwidth,2.0,0.75,1.732
hb_fwt,fwtBatch2Kernel,G1-bandwidth,2.0,1.0,1.738
hb_fwt,fwtBatch2Kernel,G1-bandwidth,4.0,0.25,2.7
hb_fwt,fwtBatch2Kernel,G1-bandwidth,4.0,0.5,2.787
hb_fwt,fwtBatch2Kernel,G1-bandwidth,4.0,0.75,2.817
hb_fwt,fwtBatch2Kernel,G1-bandwidth,4.0,1.0,2.833
hb_fwt,fwtBatch2Kernel,G1-bandwidth,8.0,0.25,3.858
hb_fwt,fwtBatch2Kernel,G1-bandwidth,8.0,0.5,4.039
hb_fwt,fwtBatch2Kernel,G1-bandwidth,8.0,0.75,4.102
hb_fwt,fwtBatch2Kernel,G1-bandwidth,8.0,1.0,4.135
hb_fwt,fwtBatch2Kernel,G1-bandwidth,16.0,0.25,4.912
hb_fwt,fwtBatch2Kernel,G1-bandwidth,16.0,0.5,5.207
hb_fwt,fwtBatch2Kernel,G1-bandwidth,16.0,0.75,5.314
hb_fwt,fwtBatch2Kernel,G1-bandwidth,16.0,1.0,5.369
hb_fwt,modulateKernel,G1-bandwidth,2.0,0.25,1.723
hb_fwt,modulateKernel,G1-bandwidth,2.0,0.5,1.736
hb_fwt,modulateKernel,G1-bandwidth,2.0,0.75,1.74
hb_fwt,modulateKernel,G1-bandwidth,2.0,1.0,1.742
hb_fwt,modulateKernel,G1-bandwidth,4.0,0.25,2.799
hb_fwt,modulateKernel,G1-bandwidth,4.0,0.5,2.832
hb_fwt,modulateKernel,G1-bandwidth,4.0,0.75,2.843
hb_fwt,modulateKernel,G1-bandwidth,4.0,1.0,2.848
hb_fwt,modulateKernel,G1-bandwidth,8.0,0.25,4.069
hb_fwt,modulateKernel,G1-bandwidth,8.0,0.5,4.138
hb_fwt,modulateKernel,G1-bandwidth,8.0,0.75,4.162
hb_fwt,modulateKernel,G1-bandwidth,8.0,1.0,4.174
hb_fwt,modulateKernel,G1-bandwidth,16.0,0.25,5.262
hb_fwt,modulateKernel,G1-bandwidth,16.0,0.5,5.379
hb_fwt,modulateKernel,G1-bandwidth,16.0,0.75,5.419
hb_fwt,modulateKernel,G1-bandwidth,16.0,1.0,5.439
hb_ga,ga,G7-dependency,2.0,0.25,0.248
hb_ga,ga,G7-dependency,2.0,0.5,0.494
hb_ga,ga,G7-dependency,2.0,0.75,0.737
hb_ga,ga,G7-dependency,2.0,1.0,0.978
hb_ga,ga,G7-dependency,4.0,0.25,0.248
hb_ga,ga,G7-dependency,4.0,0.5,0.494
hb_ga,ga,G7-dependency,4.0,0.75,0.737
hb_ga,ga,G7-dependency,4.0,1.0,0.978
hb_ga,ga,G7-dependency,8.0,0.25,0.248
hb_ga,ga,G7-dependency,8.0,0.5,0.494
hb_ga,ga,G7-dependency,8.0,0.75,0.737
hb_ga,ga,G7-dependency,8.0,1.0,0.978
hb_ga,ga,G7-dependency,16.0,0.25,0.248
hb_ga,ga,G7-dependency,16.0,0.5,0.494
hb_ga,ga,G7-dependency,16.0,0.75,0.737
hb_ga,ga,G7-dependency,16.0,1.0,0.978
hb_gamma_correction,gamma_correction,G1-bandwidth,2.0,0.25,0.835
hb_gamma_correction,gamma_correction,G1-bandwidth,2.0,0.5,1.234
hb_gamma_correction,gamma_correction,G1-bandwidth,2.0,0.75,1.467
hb_gamma_correction,gamma_correction,G1-bandwidth,2.0,1.0,1.62
hb_gamma_correction,gamma_correction,G1-bandwidth,4.0,0.25,1.004
hb_gamma_correction,gamma_correction,G1-bandwidth,4.0,0.5,1.641
hb_gamma_correction,gamma_correction,G1-bandwidth,4.0,0.75,2.081
hb_gamma_correction,gamma_correction,G1-bandwidth,4.0,1.0,2.403
hb_gamma_correction,gamma_correction,G1-bandwidth,8.0,0.25,1.117
hb_gamma_correction,gamma_correction,G1-bandwidth,8.0,0.5,1.966
hb_gamma_correction,gamma_correction,G1-bandwidth,8.0,0.75,2.633
hb_gamma_correction,gamma_correction,G1-bandwidth,8.0,1.0,3.17
hb_gamma_correction,gamma_correction,G1-bandwidth,16.0,0.25,1.183
hb_gamma_correction,gamma_correction,G1-bandwidth,16.0,0.5,2.182
hb_gamma_correction,gamma_correction,G1-bandwidth,16.0,0.75,3.035
hb_gamma_correction,gamma_correction,G1-bandwidth,16.0,1.0,3.772
hb_gaussian,fan2,G1-bandwidth,2.0,0.25,0.46
hb_gaussian,fan2,G1-bandwidth,2.0,0.5,0.801
hb_gaussian,fan2,G1-bandwidth,2.0,0.75,1.064
hb_gaussian,fan2,G1-bandwidth,2.0,1.0,1.273
hb_gaussian,fan2,G1-bandwidth,4.0,0.25,0.487
hb_gaussian,fan2,G1-bandwidth,4.0,0.5,0.884
hb_gaussian,fan2,G1-bandwidth,4.0,0.75,1.216
hb_gaussian,fan2,G1-bandwidth,4.0,1.0,1.496
hb_gaussian,fan2,G1-bandwidth,8.0,0.25,0.501
hb_gaussian,fan2,G1-bandwidth,8.0,0.5,0.933
hb_gaussian,fan2,G1-bandwidth,8.0,0.75,1.309
hb_gaussian,fan2,G1-bandwidth,8.0,1.0,1.639
hb_gaussian,fan2,G1-bandwidth,16.0,0.25,0.508
hb_gaussian,fan2,G1-bandwidth,16.0,0.5,0.959
hb_gaussian,fan2,G1-bandwidth,16.0,0.75,1.361
hb_gaussian,fan2,G1-bandwidth,16.0,1.0,1.722
hb_gaussian,fan1,G2-coalescing,2.0,0.25,0.389
hb_gaussian,fan1,G2-coalescing,2.0,0.5,0.664
hb_gaussian,fan1,G2-coalescing,2.0,0.75,0.868
hb_gaussian,fan1,G2-coalescing,2.0,1.0,1.025
hb_gaussian,fan1,G2-coalescing,4.0,0.25,0.392
hb_gaussian,fan1,G2-coalescing,4.0,0.5,0.673
hb_gaussian,fan1,G2-coalescing,4.0,0.75,0.885
hb_gaussian,fan1,G2-coalescing,4.0,1.0,1.049
hb_gaussian,fan1,G2-coalescing,8.0,0.25,0.394
hb_gaussian,fan1,G2-coalescing,8.0,0.5,0.679
hb_gaussian,fan1,G2-coalescing,8.0,0.75,0.893
hb_gaussian,fan1,G2-coalescing,8.0,1.0,1.062
hb_gaussian,fan1,G2-coalescing,16.0,0.25,0.395
hb_gaussian,fan1,G2-coalescing,16.0,0.5,0.681
hb_gaussian,fan1,G2-coalescing,16.0,0.75,0.898
hb_gaussian,fan1,G2-coalescing,16.0,1.0,1.068
hb_gc,runSmall,G3-l2-reuse,2.0,0.25,0.265
hb_gc,runSmall,G3-l2-reuse,2.0,0.5,0.516
hb_gc,runSmall,G3-l2-reuse,2.0,0.75,0.755
hb_gc,runSmall,G3-l2-reuse,2.0,1.0,0.981
hb_gc,runSmall,G3-l2-reuse,4.0,0.25,0.265
hb_gc,runSmall,G3-l2-reuse,4.0,0.5,0.516
hb_gc,runSmall,G3-l2-reuse,4.0,0.75,0.755
hb_gc,runSmall,G3-l2-reuse,4.0,1.0,0.982
hb_gc,runSmall,G3-l2-reuse,8.0,0.25,0.265
hb_gc,runSmall,G3-l2-reuse,8.0,0.5,0.516
hb_gc,runSmall,G3-l2-reuse,8.0,0.75,0.755
hb_gc,runSmall,G3-l2-reuse,8.0,1.0,0.982
hb_gc,runSmall,G3-l2-reuse,16.0,0.25,0.265
hb_gc,runSmall,G3-l2-reuse,16.0,0.5,0.516
hb_gc,runSmall,G3-l2-reuse,16.0,0.75,0.755
hb_gc,runSmall,G3-l2-reuse,16.0,1.0,0.982
hb_gc,init,G3-l2-reuse,2.0,0.25,0.293
hb_gc,init,G3-l2-reuse,2.0,0.5,0.55
hb_gc,init,G3-l2-reuse,2.0,0.75,0.778
hb_gc,init,G3-l2-reuse,2.0,1.0,0.981
hb_gc,init,G3-l2-reuse,4.0,0.25,0.293
hb_gc,init,G3-l2-reuse,4.0,0.5,0.55
hb_gc,init,G3-l2-reuse,4.0,0.75,0.779
hb_gc,init,G3-l2-reuse,4.0,1.0,0.982
hb_gc,init,G3-l2-reuse,8.0,0.25,0.293
hb_gc,init,G3-l2-reuse,8.0,0.5,0.55
hb_gc,init,G3-l2-reuse,8.0,0.75,0.779
hb_gc,init,G3-l2-reuse,8.0,1.0,0.982
hb_gc,init,G3-l2-reuse,16.0,0.25,0.293
hb_gc,init,G3-l2-reuse,16.0,0.5,0.551
hb_gc,init,G3-l2-reuse,16.0,0.75,0.779
hb_gc,init,G3-l2-reuse,16.0,1.0,0.982
hb_gc,runLarge,G3-l2-reuse,2.0,0.25,0.275
hb_gc,runLarge,G3-l2-reuse,2.0,0.5,0.527
hb_gc,runLarge,G3-l2-reuse,2.0,0.75,0.758
hb_gc,runLarge,G3-l2-reuse,2.0,1.0,0.97
hb_gc,runLarge,G3-l2-reuse,4.0,0.25,0.275
hb_gc,runLarge,G3-l2-reuse,4.0,0.5,0.527
hb_gc,runLarge,G3-l2-reuse,4.0,0.75,0.758
hb_gc,runLarge,G3-l2-reuse,4.0,1.0,0.97
hb_gc,runLarge,G3-l2-reuse,8.0,0.25,0.275
hb_gc,runLarge,G3-l2-reuse,8.0,0.5,0.527
hb_gc,runLarge,G3-l2-reuse,8.0,0.75,0.758
hb_gc,runLarge,G3-l2-reuse,8.0,1.0,0.97
hb_gc,runLarge,G3-l2-reuse,16.0,0.25,0.275
hb_gc,runLarge,G3-l2-reuse,16.0,0.5,0.527
hb_gc,runLarge,G3-l2-reuse,16.0,0.75,0.758
hb_gc,runLarge,G3-l2-reuse,16.0,1.0,0.97
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,2.0,0.25,1.613
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,2.0,0.5,1.688
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,2.0,0.75,1.714
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,2.0,1.0,1.728
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,4.0,0.25,2.504
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,4.0,0.5,2.689
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,4.0,0.75,2.757
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,4.0,1.0,2.793
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,8.0,0.25,3.46
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,8.0,0.5,3.824
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,8.0,0.75,3.963
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,8.0,1.0,4.036
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,16.0,0.25,4.277
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,16.0,0.5,4.846
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,16.0,0.75,5.072
hb_geam,transpose_readWrite_alignment_kernel,G1-bandwidth,16.0,1.0,5.192
hb_geglu,geglu_kernel,G1-bandwidth,2.0,0.25,1.681
hb_geglu,geglu_kernel,G1-bandwidth,2.0,0.5,1.729
hb_geglu,geglu_kernel,G1-bandwidth,2.0,0.75,1.746
hb_geglu,geglu_kernel,G1-bandwidth,2.0,1.0,1.755
hb_geglu,geglu_kernel,G1-bandwidth,4.0,0.25,2.703
hb_geglu,geglu_kernel,G1-bandwidth,4.0,0.5,2.831
hb_geglu,geglu_kernel,G1-bandwidth,4.0,0.75,2.876
hb_geglu,geglu_kernel,G1-bandwidth,4.0,1.0,2.9
hb_geglu,geglu_kernel,G1-bandwidth,8.0,0.25,3.885
hb_geglu,geglu_kernel,G1-bandwidth,8.0,0.5,4.155
hb_geglu,geglu_kernel,G1-bandwidth,8.0,0.75,4.253
hb_geglu,geglu_kernel,G1-bandwidth,8.0,1.0,4.304
hb_geglu,geglu_kernel,G1-bandwidth,16.0,0.25,4.972
hb_geglu,geglu_kernel,G1-bandwidth,16.0,0.5,5.422
hb_geglu,geglu_kernel,G1-bandwidth,16.0,0.75,5.591
hb_geglu,geglu_kernel,G1-bandwidth,16.0,1.0,5.679
hb_gels,geqrSolve_batch_kernel,G7-dependency,2.0,0.25,0.261
hb_gels,geqrSolve_batch_kernel,G7-dependency,2.0,0.5,0.511
hb_gels,geqrSolve_batch_kernel,G7-dependency,2.0,0.75,0.751
hb_gels,geqrSolve_batch_kernel,G7-dependency,2.0,1.0,0.981
hb_gels,geqrSolve_batch_kernel,G7-dependency,4.0,0.25,0.261
hb_gels,geqrSolve_batch_kernel,G7-dependency,4.0,0.5,0.511
hb_gels,geqrSolve_batch_kernel,G7-dependency,4.0,0.75,0.751
hb_gels,geqrSolve_batch_kernel,G7-dependency,4.0,1.0,0.982
hb_gels,geqrSolve_batch_kernel,G7-dependency,8.0,0.25,0.261
hb_gels,geqrSolve_batch_kernel,G7-dependency,8.0,0.5,0.511
hb_gels,geqrSolve_batch_kernel,G7-dependency,8.0,0.75,0.751
hb_gels,geqrSolve_batch_kernel,G7-dependency,8.0,1.0,0.982
hb_gels,geqrSolve_batch_kernel,G7-dependency,16.0,0.25,0.261
hb_gels,geqrSolve_batch_kernel,G7-dependency,16.0,0.5,0.511
hb_gels,geqrSolve_batch_kernel,G7-dependency,16.0,0.75,0.751
hb_gels,geqrSolve_batch_kernel,G7-dependency,16.0,1.0,0.982
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,2.0,0.25,0.274
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,2.0,0.5,0.527
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,2.0,0.75,0.762
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,2.0,1.0,0.981
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,4.0,0.25,0.274
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,4.0,0.5,0.527
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,4.0,0.75,0.762
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,4.0,1.0,0.981
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,8.0,0.25,0.274
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,8.0,0.5,0.527
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,8.0,0.75,0.762
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,8.0,1.0,0.981
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,16.0,0.25,0.274
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,16.0,0.5,0.527
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,16.0,0.75,0.762
hb_gels,trsm_batch_left_upper_kernel_small,G3-l2-reuse,16.0,1.0,0.981
hb_graphExecution,reduce,G5-compute,2.0,0.25,0.252
hb_graphExecution,reduce,G5-compute,2.0,0.5,0.499
hb_graphExecution,reduce,G5-compute,2.0,0.75,0.743
hb_graphExecution,reduce,G5-compute,2.0,1.0,0.983
hb_graphExecution,reduce,G5-compute,4.0,0.25,0.252
hb_graphExecution,reduce,G5-compute,4.0,0.5,0.5
hb_graphExecution,reduce,G5-compute,4.0,0.75,0.744
hb_graphExecution,reduce,G5-compute,4.0,1.0,0.985
hb_graphExecution,reduce,G5-compute,8.0,0.25,0.252
hb_graphExecution,reduce,G5-compute,8.0,0.5,0.5
hb_graphExecution,reduce,G5-compute,8.0,0.75,0.744
hb_graphExecution,reduce,G5-compute,8.0,1.0,0.985
hb_graphExecution,reduce,G5-compute,16.0,0.25,0.252
hb_graphExecution,reduce,G5-compute,16.0,0.5,0.5
hb_graphExecution,reduce,G5-compute,16.0,0.75,0.745
hb_graphExecution,reduce,G5-compute,16.0,1.0,0.986
hb_graphExecution,reduceFinal,G2-coalescing,2.0,0.25,0.324
hb_graphExecution,reduceFinal,G2-coalescing,2.0,0.5,0.593
hb_graphExecution,reduceFinal,G2-coalescing,2.0,0.75,0.82
hb_graphExecution,reduceFinal,G2-coalescing,2.0,1.0,1.014
hb_graphExecution,reduceFinal,G2-coalescing,4.0,0.25,0.326
hb_graphExecution,reduceFinal,G2-coalescing,4.0,0.5,0.599
hb_graphExecution,reduceFinal,G2-coalescing,4.0,0.75,0.832
hb_graphExecution,reduceFinal,G2-coalescing,4.0,1.0,1.032
hb_graphExecution,reduceFinal,G2-coalescing,8.0,0.25,0.327
hb_graphExecution,reduceFinal,G2-coalescing,8.0,0.5,0.602
hb_graphExecution,reduceFinal,G2-coalescing,8.0,0.75,0.838
hb_graphExecution,reduceFinal,G2-coalescing,8.0,1.0,1.041
hb_graphExecution,reduceFinal,G2-coalescing,16.0,0.25,0.327
hb_graphExecution,reduceFinal,G2-coalescing,16.0,0.5,0.604
hb_graphExecution,reduceFinal,G2-coalescing,16.0,0.75,0.841
hb_graphExecution,reduceFinal,G2-coalescing,16.0,1.0,1.046
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,2.0,0.25,0.257
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,2.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,2.0,0.75,0.747
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,2.0,1.0,0.981
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,4.0,0.25,0.257
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,4.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,4.0,0.75,0.747
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,4.0,1.0,0.981
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,8.0,0.25,0.257
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,8.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,8.0,0.75,0.747
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,8.0,1.0,0.981
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,16.0,0.25,0.257
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,16.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,16.0,0.75,0.747
hb_groupnorm,groupnorm_forward_kernel,G1-bandwidth,16.0,1.0,0.981
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,2.0,0.25,0.254
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,2.0,0.5,0.501
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,2.0,0.75,0.743
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,2.0,1.0,0.98
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,4.0,0.25,0.254
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,4.0,0.5,0.501
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,4.0,0.75,0.743
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,4.0,1.0,0.98
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,8.0,0.25,0.254
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,8.0,0.5,0.501
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,8.0,0.75,0.743
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,8.0,1.0,0.98
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,16.0,0.25,0.254
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,16.0,0.5,0.501
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,16.0,0.75,0.743
hb_groupnorm,groupnorm_backward_kernel,G1-bandwidth,16.0,1.0,0.98
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,2.0,0.25,0.256
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,2.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,2.0,0.75,0.746
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,2.0,1.0,0.98
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,4.0,0.25,0.256
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,4.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,4.0,0.75,0.746
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,4.0,1.0,0.98
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,8.0,0.25,0.256
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,8.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,8.0,0.75,0.746
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,8.0,1.0,0.98
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,16.0,0.25,0.256
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,16.0,0.5,0.505
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,16.0,0.75,0.746
hb_groupnorm,groupnorm_forward_kernel2,G1-bandwidth,16.0,1.0,0.98
hb_gru,gru_cell_forward,G1-bandwidth,2.0,0.25,1.728
hb_gru,gru_cell_forward,G1-bandwidth,2.0,0.5,1.742
hb_gru,gru_cell_forward,G1-bandwidth,2.0,0.75,1.747
hb_gru,gru_cell_forward,G1-bandwidth,2.0,1.0,1.749
hb_gru,gru_cell_forward,G1-bandwidth,4.0,0.25,2.819
hb_gru,gru_cell_forward,G1-bandwidth,4.0,0.5,2.857
hb_gru,gru_cell_forward,G1-bandwidth,4.0,0.75,2.87
hb_gru,gru_cell_forward,G1-bandwidth,4.0,1.0,2.877
hb_gru,gru_cell_forward,G1-bandwidth,8.0,0.25,4.122
hb_gru,gru_cell_forward,G1-bandwidth,8.0,0.5,4.203
hb_gru,gru_cell_forward,G1-bandwidth,8.0,0.75,4.231
hb_gru,gru_cell_forward,G1-bandwidth,8.0,1.0,4.245
hb_gru,gru_cell_forward,G1-bandwidth,16.0,0.25,5.359
hb_gru,gru_cell_forward,G1-bandwidth,16.0,0.5,5.498
hb_gru,gru_cell_forward,G1-bandwidth,16.0,0.75,5.546
hb_gru,gru_cell_forward,G1-bandwidth,16.0,1.0,5.57
hb_haccmk,haccmk_kernel,G7-dependency,2.0,0.25,0.258
hb_haccmk,haccmk_kernel,G7-dependency,2.0,0.5,0.507
hb_haccmk,haccmk_kernel,G7-dependency,2.0,0.75,0.748
hb_haccmk,haccmk_kernel,G7-dependency,2.0,1.0,0.98
hb_haccmk,haccmk_kernel,G7-dependency,4.0,0.25,0.258
hb_haccmk,haccmk_kernel,G7-dependency,4.0,0.5,0.507
hb_haccmk,haccmk_kernel,G7-dependency,4.0,0.75,0.748
hb_haccmk,haccmk_kernel,G7-dependency,4.0,1.0,0.98
hb_haccmk,haccmk_kernel,G7-dependency,8.0,0.25,0.258
hb_haccmk,haccmk_kernel,G7-dependency,8.0,0.5,0.507
hb_haccmk,haccmk_kernel,G7-dependency,8.0,0.75,0.748
hb_haccmk,haccmk_kernel,G7-dependency,8.0,1.0,0.98
hb_haccmk,haccmk_kernel,G7-dependency,16.0,0.25,0.258
hb_haccmk,haccmk_kernel,G7-dependency,16.0,0.5,0.507
hb_haccmk,haccmk_kernel,G7-dependency,16.0,0.75,0.748
hb_haccmk,haccmk_kernel,G7-dependency,16.0,1.0,0.98
hb_hausdorff,computeDistance,G3-l2-reuse,2.0,0.25,0.251
hb_hausdorff,computeDistance,G3-l2-reuse,2.0,0.5,0.499
hb_hausdorff,computeDistance,G3-l2-reuse,2.0,0.75,0.742
hb_hausdorff,computeDistance,G3-l2-reuse,2.0,1.0,0.98
hb_hausdorff,computeDistance,G3-l2-reuse,4.0,0.25,0.251
hb_hausdorff,computeDistance,G3-l2-reuse,4.0,0.5,0.499
hb_hausdorff,computeDistance,G3-l2-reuse,4.0,0.75,0.742
hb_hausdorff,computeDistance,G3-l2-reuse,4.0,1.0,0.981
hb_hausdorff,computeDistance,G3-l2-reuse,8.0,0.25,0.251
hb_hausdorff,computeDistance,G3-l2-reuse,8.0,0.5,0.499
hb_hausdorff,computeDistance,G3-l2-reuse,8.0,0.75,0.742
hb_hausdorff,computeDistance,G3-l2-reuse,8.0,1.0,0.981
hb_hausdorff,computeDistance,G3-l2-reuse,16.0,0.25,0.251
hb_hausdorff,computeDistance,G3-l2-reuse,16.0,0.5,0.499
hb_hausdorff,computeDistance,G3-l2-reuse,16.0,0.75,0.742
hb_hausdorff,computeDistance,G3-l2-reuse,16.0,1.0,0.981
hb_heat,initial_value,G5-compute,2.0,0.25,0.249
hb_heat,initial_value,G5-compute,2.0,0.5,0.495
hb_heat,initial_value,G5-compute,2.0,0.75,0.739
hb_heat,initial_value,G5-compute,2.0,1.0,0.98
hb_heat,initial_value,G5-compute,4.0,0.25,0.249
hb_heat,initial_value,G5-compute,4.0,0.5,0.495
hb_heat,initial_value,G5-compute,4.0,0.75,0.739
hb_heat,initial_value,G5-compute,4.0,1.0,0.98
hb_heat,initial_value,G5-compute,8.0,0.25,0.249
hb_heat,initial_value,G5-compute,8.0,0.5,0.495
hb_heat,initial_value,G5-compute,8.0,0.75,0.739
hb_heat,initial_value,G5-compute,8.0,1.0,0.98
hb_heat,initial_value,G5-compute,16.0,0.25,0.249
